date,closing_price,prev_price_diff,opening_price,high_price,low_price,volume,company_name
2007.09.13,"562,000","2,000","560,000","567,000","551,000","487,920",삼성전자
2007.09.12,"560,000","7,000","568,000","570,000","559,000","293,606",삼성전자
2007.09.11,"567,000","4,000","565,000","573,000","561,000","274,242",삼성전자
2007.09.10,"563,000","12,000","563,000","564,000","556,000","355,035",삼성전자
2007.09.07,"575,000",0,"575,000","575,000","566,000","314,939",삼성전자
2007.09.06,"575,000","6,000","562,000","575,000","561,000","354,811",삼성전자
2007.09.05,"569,000","6,000","580,000","585,000","569,000","392,598",삼성전자
2007.09.04,"575,000","1,000","576,000","583,000","571,000","299,246",삼성전자
2007.09.03,"576,000","15,000","591,000","591,000","575,000","397,640",삼성전자
2007.08.31,"591,000","19,000","570,000","591,000","570,000","604,518",삼성전자
2007.08.30,"572,000","10,000","575,000","578,000","569,000","384,634",삼성전자
2007.08.29,"562,000","14,000","558,000","568,000","558,000","642,367",삼성전자
2007.08.28,"576,000","1,000","574,000","577,000","568,000","524,180",삼성전자
2007.08.27,"577,000","9,000","591,000","600,000","575,000","433,787",삼성전자
2007.08.24,"586,000","13,000","595,000","597,000","583,000","378,526",삼성전자
2007.08.23,"599,000","5,000","610,000","613,000","597,000","399,470",삼성전자
2007.08.22,"594,000","2,000","596,000","602,000","592,000","404,209",삼성전자
2007.08.21,"592,000","2,000","590,000","599,000","586,000","360,890",삼성전자
2007.08.20,"590,000","18,000","590,000","592,000","585,000","480,255",삼성전자
2007.08.17,"572,000","8,000","587,000","590,000","568,000","750,269",삼성전자
2007.08.16,"580,000","32,000","584,000","590,000","579,000","1,019,576",삼성전자
2007.08.14,"612,000","1,000","612,000","621,000","607,000","338,452",삼성전자
2007.08.13,"613,000","10,000","606,000","617,000","601,000","352,710",삼성전자
2007.08.10,"603,000","18,000","606,000","608,000","598,000","614,480",삼성전자
2007.08.09,"621,000","19,000","620,000","625,000","616,000","848,994",삼성전자
2007.08.08,"602,000","18,000","590,000","602,000","587,000","412,545",삼성전자
2007.08.07,"584,000",0,"595,000","596,000","582,000","314,548",삼성전자
2007.08.06,"584,000","6,000","573,000","586,000","572,000","533,294",삼성전자
2007.08.03,"590,000",0,"600,000","607,000","589,000","605,194",삼성전자
2007.08.02,"590,000","9,000","589,000","596,000","576,000","586,141",삼성전자
2007.08.01,"581,000","33,000","600,000","605,000","576,000","1,060,710",삼성전자
2007.07.31,"614,000","4,000","615,000","616,000","609,000","460,355",삼성전자
2007.07.30,"610,000","14,000","596,000","610,000","593,000","611,850",삼성전자
2007.07.27,"596,000","30,000","617,000","618,000","596,000","1,146,364",삼성전자
2007.07.26,"626,000","22,000","649,000","652,000","626,000","624,477",삼성전자
2007.07.25,"648,000","6,000","640,000","653,000","640,000","398,524",삼성전자
2007.07.24,"654,000","4,000","659,000","663,000","646,000","358,818",삼성전자
2007.07.23,"658,000","3,000","653,000","660,000","649,000","408,561",삼성전자
2007.07.20,"661,000","25,000","641,000","661,000","636,000","577,445",삼성전자
2007.07.19,"636,000","4,000","635,000","649,000","631,000","596,973",삼성전자
2007.07.18,"640,000","10,000","658,000","662,000","640,000","753,917",삼성전자
2007.07.16,"650,000","37,000","685,000","686,000","648,000","967,675",삼성전자
2007.07.13,"687,000","41,000","665,000","687,000","659,000","1,373,929",삼성전자
2007.07.12,"646,000","11,000","635,000","652,000","634,000","571,650",삼성전자
2007.07.11,"635,000","6,000","621,000","638,000","620,000","531,478",삼성전자
2007.07.10,"629,000","14,000","639,000","647,000","629,000","676,063",삼성전자
2007.07.09,"643,000","16,000","638,000","649,000","633,000","1,269,926",삼성전자
2007.07.06,"627,000","36,000","603,000","632,000","599,000","1,657,421",삼성전자
2007.07.05,"591,000","13,000","587,000","593,000","582,000","668,376",삼성전자
2007.07.04,"578,000","7,000","573,000","584,000","572,000","430,156",삼성전자
2007.07.03,"571,000","6,000","572,000","575,000","568,000","519,591",삼성전자
2007.07.02,"565,000","1,000","558,000","567,000","558,000","306,054",삼성전자
2007.06.29,"566,000","12,000","578,000","579,000","566,000","576,459",삼성전자
2007.06.28,"578,000","3,000","581,000","585,000","575,000","409,739",삼성전자
2007.06.27,"581,000","7,000","584,000","586,000","579,000","347,123",삼성전자
2007.06.26,"588,000",0,"591,000","593,000","583,000","391,951",삼성전자
2007.06.25,"588,000","3,000","588,000","597,000","585,000","394,549",삼성전자
2007.06.22,"591,000","2,000","596,000","601,000","588,000","830,912",삼성전자
2007.06.21,"589,000","12,000","586,000","592,000","579,000","921,332",삼성전자
2007.06.20,"577,000","8,000","587,000","588,000","574,000","572,511",삼성전자
2007.06.19,"585,000","4,000","594,000","594,000","583,000","381,509",삼성전자
2007.06.18,"589,000","15,000","580,000","590,000","576,000","684,731",삼성전자
2007.06.15,"574,000","7,000","578,000","579,000","571,000","481,646",삼성전자
2007.06.14,"581,000","8,000","580,000","581,000","573,000","639,714",삼성전자
2007.06.13,"573,000","5,000","575,000","577,000","567,000","357,930",삼성전자
2007.06.12,"578,000",0,"572,000","583,000","572,000","347,447",삼성전자
2007.06.11,"578,000","6,000","578,000","585,000","572,000","669,738",삼성전자
2007.06.08,"572,000","3,000","562,000","576,000","561,000","672,987",삼성전자
2007.06.07,"569,000","2,000","559,000","570,000","559,000","482,594",삼성전자
2007.06.05,"571,000","1,000","575,000","582,000","569,000","610,785",삼성전자
2007.06.04,"572,000","16,000","566,000","578,000","563,000","1,083,523",삼성전자
2007.06.01,"556,000","21,000","546,000","559,000","543,000","965,614",삼성전자
2007.05.31,"535,000","3,000","536,000","542,000","532,000","646,556",삼성전자
2007.05.30,"532,000","5,000","537,000","537,000","525,000","788,854",삼성전자
2007.05.29,"537,000","11,000","546,000","547,000","535,000","688,101",삼성전자
2007.05.28,"548,000","4,000","550,000","551,000","546,000","394,294",삼성전자
2007.05.25,"552,000","10,000","550,000","557,000","550,000","610,558",삼성전자
2007.05.23,"562,000","3,000","566,000","568,000","559,000","376,001",삼성전자
2007.05.22,"565,000","13,000","556,000","567,000","556,000","818,029",삼성전자
2007.05.21,"552,000","2,000","547,000","558,000","546,000","541,705",삼성전자
2007.05.18,"554,000","12,000","560,000","561,000","548,000","887,355",삼성전자
2007.05.17,"566,000","4,000","569,000","573,000","562,000","659,833",삼성전자
2007.05.16,"570,000","3,000","569,000","574,000","569,000","274,571",삼성전자
2007.05.15,"573,000","1,000","574,000","575,000","569,000","332,598",삼성전자
2007.05.14,"574,000","1,000","575,000","578,000","570,000","303,571",삼성전자
2007.05.11,"573,000","2,000","575,000","577,000","569,000","361,271",삼성전자
2007.05.10,"575,000","5,000","585,000","586,000","575,000","425,696",삼성전자
2007.05.09,"580,000","2,000","580,000","586,000","574,000","388,931",삼성전자
2007.05.08,"582,000","5,000","588,000","593,000","579,000","609,400",삼성전자
2007.05.07,"587,000","11,000","580,000","587,000","578,000","585,381",삼성전자
2007.05.04,"576,000","2,000","574,000","578,000","574,000","242,355",삼성전자
2007.05.03,"574,000","1,000","578,000","581,000","573,000","293,331",삼성전자
2007.05.02,"575,000","1,000","570,000","580,000","570,000","330,000",삼성전자
2007.04.30,"574,000","6,000","580,000","583,000","569,000","377,020",삼성전자
2007.04.27,"580,000",0,"581,000","587,000","573,000","608,528",삼성전자
2007.04.26,"580,000","16,000","570,000","581,000","570,000","542,671",삼성전자
2007.04.25,"564,000","7,000","576,000","578,000","562,000","590,415",삼성전자
2007.04.24,"571,000","1,000","574,000","577,000","568,000","502,092",삼성전자
2007.04.23,"570,000","3,000","578,000","584,000","570,000","371,509",삼성전자
2007.04.20,"573,000","4,000","574,000","578,000","571,000","334,966",삼성전자
2007.04.19,"569,000","14,000","581,000","582,000","568,000","642,283",삼성전자
2007.04.18,"583,000","10,000","590,000","591,000","581,000","504,000",삼성전자
2007.04.17,"593,000",0,"596,000","599,000","588,000","447,858",삼성전자
2007.04.16,"593,000","8,000","599,000","603,000","593,000","404,544",삼성전자
2007.04.13,"601,000","3,000","604,000","610,000","595,000","717,531",삼성전자
2007.04.12,"604,000","5,000","597,000","604,000","594,000","687,057",삼성전자
2007.04.11,"599,000","21,000","584,000","601,000","583,000","849,659",삼성전자
2007.04.10,"578,000","6,000","584,000","589,000","576,000","445,632",삼성전자
2007.04.09,"584,000","3,000","590,000","590,000","583,000","255,566",삼성전자
2007.04.06,"587,000","6,000","596,000","598,000","584,000","308,915",삼성전자
2007.04.05,"593,000","2,000","601,000","603,000","591,000","315,446",삼성전자
2007.04.04,"595,000","21,000","583,000","597,000","581,000","895,368",삼성전자
2007.04.03,"574,000","8,000","567,000","578,000","566,000","393,533",삼성전자
2007.04.02,"566,000","3,000","564,000","571,000","564,000","400,701",삼성전자
2007.03.30,"563,000","6,000","569,000","569,000","562,000","455,340",삼성전자
2007.03.29,"569,000","3,000","565,000","574,000","564,000","615,086",삼성전자
2007.03.28,"572,000","8,000","580,000","580,000","570,000","452,146",삼성전자
2007.03.27,"580,000","4,000","582,000","583,000","577,000","375,604",삼성전자
2007.03.26,"584,000","4,000","582,000","585,000","578,000","317,996",삼성전자
2007.03.23,"580,000","2,000","584,000","586,000","576,000","345,432",삼성전자
2007.03.22,"582,000","3,000","585,000","589,000","582,000","442,398",삼성전자
2007.03.21,"579,000",0,"581,000","585,000","575,000","251,192",삼성전자
2007.03.20,"579,000","8,000","585,000","587,000","575,000","430,997",삼성전자
2007.03.19,"587,000","2,000","587,000","590,000","582,000","251,118",삼성전자
2007.03.16,"589,000","3,000","586,000","593,000","581,000","290,331",삼성전자
2007.03.15,"586,000","2,000","585,000","592,000","584,000","491,675",삼성전자
2007.03.14,"584,000","16,000","586,000","588,000","580,000","501,489",삼성전자
2007.03.13,"600,000","2,000","604,000","604,000","593,000","336,560",삼성전자
2007.03.12,"602,000","16,000","590,000","602,000","590,000","633,907",삼성전자
2007.03.09,"586,000","12,000","583,000","589,000","580,000","624,981",삼성전자
2007.03.08,"574,000","4,000","570,000","582,000","567,000","581,132",삼성전자
2007.03.07,"570,000","1,000","575,000","576,000","565,000","533,148",삼성전자
2007.03.06,"569,000","6,000","565,000","579,000","565,000","581,082",삼성전자
2007.03.05,"563,000","3,000","562,000","572,000","561,000","551,685",삼성전자
2007.03.02,"566,000","1,000","561,000","572,000","559,000","674,137",삼성전자
2007.02.28,"567,000","14,000","558,000","570,000","558,000","907,799",삼성전자
2007.02.27,"581,000","2,000","586,000","586,000","575,000","449,491",삼성전자
2007.02.26,"583,000","10,000","587,000","589,000","579,000","588,859",삼성전자
2007.02.23,"593,000","9,000","603,000","604,000","590,000","528,882",삼성전자
2007.02.22,"602,000","4,000","606,000","612,000","602,000","369,153",삼성전자
2007.02.21,"606,000","6,000","602,000","612,000","600,000","553,852",삼성전자
2007.02.20,"600,000","10,000","595,000","602,000","588,000","466,277",삼성전자
2007.02.16,"590,000","16,000","578,000","592,000","574,000","856,061",삼성전자
2007.02.15,"574,000","7,000","581,000","582,000","569,000","629,396",삼성전자
2007.02.14,"567,000","5,000","567,000","573,000","567,000","630,109",삼성전자
2007.02.13,"562,000","10,000","569,000","571,000","560,000","791,736",삼성전자
2007.02.12,"572,000","13,000","580,000","580,000","569,000","925,768",삼성전자
2007.02.09,"585,000","4,000","579,000","586,000","579,000","316,085",삼성전자
2007.02.08,"581,000","5,000","588,000","590,000","580,000","515,750",삼성전자
2007.02.07,"586,000","1,000","588,000","589,000","580,000","427,843",삼성전자
2007.02.06,"587,000","1,000","585,000","588,000","583,000","296,092",삼성전자
2007.02.05,"586,000","1,000","589,000","590,000","583,000","484,554",삼성전자
2007.02.02,"587,000","7,000","583,000","591,000","580,000","767,090",삼성전자
2007.02.01,"580,000","1,000","576,000","584,000","576,000","407,592",삼성전자
2007.01.31,"579,000","4,000","585,000","585,000","575,000","375,461",삼성전자
2007.01.30,"583,000","5,000","582,000","586,000","575,000","427,479",삼성전자
2007.01.29,"578,000","9,000","590,000","591,000","577,000","595,390",삼성전자
2007.01.26,"587,000","16,000","600,000","600,000","587,000","769,965",삼성전자
2007.01.25,"603,000","2,000","606,000","608,000","602,000","235,971",삼성전자
2007.01.24,"601,000","5,000","600,000","604,000","599,000","285,136",삼성전자
2007.01.23,"596,000","5,000","591,000","600,000","588,000","515,474",삼성전자
2007.01.22,"591,000","6,000","585,000","593,000","583,000","424,080",삼성전자
2007.01.19,"585,000","10,000","588,000","588,000","579,000","744,502",삼성전자
2007.01.18,"595,000","7,000","599,000","599,000","589,000","435,259",삼성전자
2007.01.17,"602,000","11,000","610,000","610,000","597,000","498,084",삼성전자
2007.01.16,"613,000","1,000","615,000","615,000","611,000","310,451",삼성전자
2007.01.15,"612,000","9,000","612,000","615,000","607,000","673,506",삼성전자
2007.01.12,"603,000","21,000","590,000","606,000","585,000","826,085",삼성전자
2007.01.11,"582,000","4,000","579,000","588,000","578,000","613,040",삼성전자
2007.01.10,"578,000","8,000","582,000","584,000","575,000","522,576",삼성전자
2007.01.09,"586,000","4,000","587,000","594,000","582,000","402,197",삼성전자
2007.01.08,"582,000","13,000","592,000","594,000","579,000","682,494",삼성전자
2007.01.05,"595,000","12,000","608,000","609,000","595,000","586,649",삼성전자
2007.01.04,"607,000","4,000","611,000","612,000","603,000","381,464",삼성전자
2007.01.03,"611,000","14,000","627,000","628,000","611,000","394,730",삼성전자
2007.01.02,"625,000","12,000","620,000","627,000","616,000","355,265",삼성전자
2006.12.28,"613,000","1,000","616,000","619,000","610,000","218,266",삼성전자
2006.12.27,"612,000","6,000","611,000","614,000","604,000","196,598",삼성전자
2006.12.26,"606,000","4,000","609,000","611,000","602,000","311,490",삼성전자
2006.12.22,"610,000","5,000","612,000","614,000","608,000","346,335",삼성전자
2006.12.21,"615,000","1,000","619,000","620,000","613,000","322,380",삼성전자
2006.12.20,"616,000","6,000","609,000","620,000","609,000","484,659",삼성전자
2006.12.19,"610,000",0,"610,000","614,000","608,000","342,849",삼성전자
2006.12.18,"610,000","2,000","610,000","615,000","608,000","404,331",삼성전자
2006.12.15,"608,000","6,000","614,000","615,000","607,000","473,796",삼성전자
2006.12.14,"614,000","12,000","603,000","614,000","600,000","869,434",삼성전자
2006.12.13,"602,000","2,000","600,000","609,000","600,000","347,571",삼성전자
2006.12.12,"600,000","4,000","606,000","610,000","599,000","328,052",삼성전자
2006.12.11,"604,000","7,000","610,000","612,000","602,000","451,199",삼성전자
2006.12.08,"611,000","15,000","617,000","618,000","608,000","510,161",삼성전자
2006.12.07,"626,000","9,000","629,000","635,000","625,000","297,643",삼성전자
2006.12.06,"635,000","3,000","638,000","640,000","629,000","262,821",삼성전자
2006.12.05,"638,000","3,000","648,000","651,000","638,000","350,827",삼성전자
2006.12.04,"641,000","1,000","643,000","646,000","637,000","200,100",삼성전자
2006.12.01,"640,000","2,000","640,000","645,000","639,000","168,014",삼성전자
2006.11.30,"638,000","9,000","636,000","644,000","635,000","331,362",삼성전자
2006.11.29,"629,000","1,000","628,000","637,000","628,000","339,139",삼성전자
2006.11.28,"630,000","12,000","631,000","637,000","630,000","322,048",삼성전자
2006.11.27,"642,000","10,000","647,000","650,000","639,000","322,215",삼성전자
2006.11.24,"652,000","2,000","654,000","656,000","646,000","182,419",삼성전자
2006.11.23,"654,000","6,000","663,000","665,000","651,000","249,849",삼성전자
2006.11.22,"660,000","10,000","647,000","660,000","647,000","243,090",삼성전자
2006.11.21,"650,000","2,000","653,000","656,000","648,000","210,661",삼성전자
2006.11.20,"652,000","2,000","656,000","656,000","647,000","288,586",삼성전자
2006.11.17,"654,000","3,000","658,000","658,000","653,000","185,934",삼성전자
2006.11.16,"657,000","5,000","676,000","676,000","657,000","380,746",삼성전자
2006.11.15,"662,000","15,000","655,000","662,000","653,000","597,223",삼성전자
2006.11.14,"647,000","8,000","648,000","650,000","644,000","373,706",삼성전자
2006.11.13,"639,000","10,000","636,000","640,000","633,000","330,929",삼성전자
2006.11.10,"629,000","2,000","628,000","632,000","626,000","269,615",삼성전자
2006.11.09,"631,000","16,000","620,000","631,000","618,000","565,233",삼성전자
2006.11.08,"615,000","6,000","615,000","621,000","615,000","280,736",삼성전자
2006.11.07,"609,000","4,000","615,000","615,000","605,000","355,836",삼성전자
2006.11.06,"605,000","6,000","609,000","610,000","599,000","348,796",삼성전자
2006.11.03,"611,000","3,000","617,000","620,000","609,000","280,251",삼성전자
2006.11.02,"614,000","1,000","614,000","619,000","611,000","260,489",삼성전자
2006.11.01,"615,000","4,000","618,000","620,000","613,000","279,048",삼성전자
2006.10.31,"611,000","2,000","607,000","616,000","603,000","482,808",삼성전자
2006.10.30,"609,000","11,000","617,000","619,000","607,000","402,440",삼성전자
2006.10.27,"620,000","9,000","629,000","629,000","616,000","441,651",삼성전자
2006.10.26,"629,000","4,000","627,000","634,000","625,000","333,162",삼성전자
2006.10.25,"625,000","1,000","624,000","631,000","621,000","354,819",삼성전자
2006.10.24,"626,000","1,000","630,000","633,000","623,000","363,472",삼성전자
2006.10.23,"625,000","6,000","631,000","631,000","620,000","433,013",삼성전자
2006.10.20,"631,000","5,000","635,000","638,000","629,000","464,194",삼성전자
2006.10.19,"636,000","6,000","645,000","648,000","632,000","334,332",삼성전자
2006.10.18,"642,000","5,000","641,000","644,000","636,000","323,106",삼성전자
2006.10.17,"647,000","3,000","650,000","651,000","642,000","183,493",삼성전자
2006.10.16,"650,000","6,000","652,000","658,000","646,000","340,581",삼성전자
2006.10.13,"644,000","8,000","645,000","648,000","642,000","269,853",삼성전자
2006.10.12,"636,000","4,000","636,000","645,000","634,000","372,132",삼성전자
2006.10.11,"640,000",0,"635,000","644,000","633,000","216,929",삼성전자
2006.10.10,"640,000","2,000","642,000","650,000","640,000","197,276",삼성전자
2006.10.09,"642,000","6,000","652,000","657,000","625,000","597,019",삼성전자
2006.10.04,"648,000","17,000","659,000","660,000","647,000","403,729",삼성전자
2006.10.02,"665,000","1,000","659,000","669,000","659,000","290,037",삼성전자
2006.09.29,"664,000","4,000","669,000","672,000","661,000","226,625",삼성전자
2006.09.28,"668,000","9,000","662,000","672,000","660,000","343,998",삼성전자
2006.09.27,"659,000","8,000","655,000","663,000","655,000","355,216",삼성전자
2006.09.26,"651,000","1,000","654,000","658,000","646,000","257,110",삼성전자
2006.09.25,"650,000","4,000","650,000","658,000","648,000","250,113",삼성전자
2006.09.22,"654,000","11,000","658,000","661,000","652,000","235,364",삼성전자
2006.09.21,"665,000","2,000","674,000","677,000","664,000","285,264",삼성전자
2006.09.20,"667,000","5,000","663,000","669,000","659,000","315,110",삼성전자
2006.09.19,"672,000","1,000","673,000","678,000","671,000","289,412",삼성전자
2006.09.18,"673,000","17,000","657,000","679,000","657,000","527,198",삼성전자
2006.09.15,"656,000","1,000","653,000","658,000","651,000","239,772",삼성전자
2006.09.14,"655,000","13,000","642,000","655,000","641,000","620,439",삼성전자
2006.09.13,"642,000","10,000","640,000","645,000","637,000","499,576",삼성전자
2006.09.12,"632,000","1,000","638,000","642,000","629,000","353,782",삼성전자
2006.09.11,"633,000","14,000","647,000","649,000","633,000","366,389",삼성전자
2006.09.08,"647,000","2,000","644,000","650,000","644,000","167,494",삼성전자
2006.09.07,"649,000","5,000","646,000","651,000","643,000","202,533",삼성전자
2006.09.06,"654,000","3,000","658,000","658,000","651,000","165,470",삼성전자
2006.09.05,"657,000","1,000","656,000","660,000","652,000","146,528",삼성전자
2006.09.04,"656,000","3,000","662,000","662,000","655,000","179,730",삼성전자
2006.09.01,"653,000","3,000","652,000","657,000","649,000","179,028",삼성전자
2006.08.31,"650,000","2,000","654,000","662,000","650,000","413,401",삼성전자
2006.08.30,"652,000","8,000","660,000","661,000","649,000","283,944",삼성전자
2006.08.29,"660,000","17,000","652,000","661,000","650,000","309,598",삼성전자
2006.08.28,"643,000","3,000","650,000","652,000","643,000","214,444",삼성전자
2006.08.25,"646,000","9,000","642,000","651,000","639,000","320,356",삼성전자
2006.08.24,"637,000","9,000","639,000","641,000","631,000","355,650",삼성전자
2006.08.23,"646,000","12,000","654,000","658,000","644,000","294,230",삼성전자
2006.08.22,"658,000","1,000","648,000","658,000","648,000","393,161",삼성전자
2006.08.21,"657,000","1,000","660,000","668,000","655,000","367,493",삼성전자
2006.08.18,"658,000","14,000","650,000","665,000","647,000","754,939",삼성전자
2006.08.17,"644,000","26,000","630,000","647,000","629,000","776,523",삼성전자
2006.08.16,"618,000","13,000","618,000","622,000","614,000","394,115",삼성전자
2006.08.14,"605,000","2,000","610,000","611,000","600,000","344,119",삼성전자
2006.08.11,"607,000","7,000","617,000","622,000","607,000","331,499",삼성전자
2006.08.10,"614,000","2,000","616,000","620,000","609,000","349,779",삼성전자
2006.08.09,"616,000","1,000","615,000","623,000","609,000","302,756",삼성전자
2006.08.08,"615,000","9,000","605,000","617,000","605,000","279,143",삼성전자
2006.08.07,"606,000","9,000","619,000","619,000","604,000","301,027",삼성전자
2006.08.04,"615,000","5,000","612,000","617,000","612,000","162,429",삼성전자
2006.08.03,"610,000","1,000","618,000","619,000","610,000","251,309",삼성전자
2006.08.02,"609,000","4,000","603,000","614,000","602,000","218,896",삼성전자
2006.08.01,"605,000","3,000","609,000","615,000","605,000","267,449",삼성전자
2006.07.31,"608,000","8,000","610,000","614,000","608,000","553,216",삼성전자
2006.07.28,"600,000","4,000","600,000","604,000","597,000","196,304",삼성전자
2006.07.27,"604,000","5,000","599,000","605,000","594,000","305,647",삼성전자
2006.07.26,"599,000","1,000","598,000","604,000","596,000","153,988",삼성전자
2006.07.25,"598,000","10,000","596,000","602,000","594,000","333,605",삼성전자
2006.07.24,"588,000","9,000","587,000","594,000","583,000","309,236",삼성전자
2006.07.21,"597,000","1,000","591,000","597,000","590,000","197,197",삼성전자
2006.07.20,"598,000","18,000","594,000","598,000","590,000","442,084",삼성전자
2006.07.19,"580,000","2,000","580,000","588,000","580,000","284,263",삼성전자
2006.07.18,"582,000","2,000","576,000","584,000","576,000","303,848",삼성전자
2006.07.14,"584,000","16,000","587,000","591,000","582,000","487,421",삼성전자
2006.07.13,"600,000","8,000","600,000","609,000","595,000","475,982",삼성전자
2006.07.12,"608,000",0,"606,000","612,000","599,000","469,399",삼성전자
2006.07.11,"608,000","2,000","594,000","612,000","594,000","338,181",삼성전자
2006.07.10,"606,000","5,000","594,000","607,000","589,000","358,169",삼성전자
2006.07.07,"601,000","3,000","601,000","606,000","600,000","288,042",삼성전자
2006.07.06,"598,000","5,000","593,000","600,000","590,000","350,618",삼성전자
2006.07.05,"603,000","2,000","585,000","605,000","585,000","269,876",삼성전자
2006.07.04,"601,000","4,000","611,000","612,000","601,000","190,793",삼성전자
2006.07.03,"605,000","2,000","607,000","611,000","604,000","251,869",삼성전자
2006.06.30,"603,000","13,000","607,000","609,000","602,000","589,329",삼성전자
2006.06.29,"590,000","10,000","585,000","592,000","584,000","319,977",삼성전자
2006.06.28,"580,000","3,000","575,000","580,000","571,000","368,498",삼성전자
2006.06.27,"583,000","1,000","585,000","590,000","583,000","315,355",삼성전자
2006.06.26,"582,000","14,000","570,000","585,000","570,000","463,995",삼성전자
2006.06.23,"568,000","3,000","565,000","571,000","561,000","297,930",삼성전자
2006.06.22,"565,000","9,000","565,000","572,000","560,000","467,571",삼성전자
2006.06.21,"556,000",0,"556,000","564,000","555,000","275,733",삼성전자
2006.06.20,"556,000","8,000","563,000","566,000","552,000","391,732",삼성전자
2006.06.19,"564,000","7,000","571,000","576,000","561,000","417,912",삼성전자
2006.06.16,"571,000","18,000","576,000","577,000","565,000","562,580",삼성전자
2006.06.15,"553,000",0,"564,000","564,000","553,000","384,950",삼성전자
2006.06.14,"553,000","4,000","544,000","561,000","541,000","652,894",삼성전자
2006.06.13,"549,000","23,000","560,000","561,000","548,000","826,105",삼성전자
2006.06.12,"572,000","3,000","576,000","576,000","563,000","478,698",삼성전자
2006.06.09,"575,000",0,"578,000","583,000","573,000","611,160",삼성전자
2006.06.08,"575,000","24,000","599,000","599,000","575,000","828,960",삼성전자
2006.06.07,"599,000","14,000","596,000","605,000","596,000","613,711",삼성전자
2006.06.05,"613,000","1,000","618,000","619,000","610,000","319,869",삼성전자
2006.06.02,"614,000","8,000","611,000","618,000","606,000","388,064",삼성전자
2006.06.01,"606,000","6,000","607,000","616,000","601,000","600,278",삼성전자
2006.05.30,"612,000","10,000","622,000","624,000","612,000","421,709",삼성전자
2006.05.29,"622,000","2,000","622,000","627,000","620,000","303,251",삼성전자
2006.05.26,"620,000","4,000","626,000","632,000","617,000","481,028",삼성전자
2006.05.25,"616,000","13,000","629,000","631,000","615,000","515,523",삼성전자
2006.05.24,"629,000","1,000","630,000","634,000","615,000","556,616",삼성전자
2006.05.23,"630,000","6,000","615,000","633,000","611,000","596,744",삼성전자
2006.05.22,"624,000","14,000","638,000","640,000","623,000","417,043",삼성전자
2006.05.19,"638,000","3,000","642,000","644,000","631,000","444,471",삼성전자
2006.05.18,"641,000","12,000","638,000","644,000","633,000","449,293",삼성전자
2006.05.17,"653,000","12,000","642,000","660,000","642,000","456,718",삼성전자
2006.05.16,"641,000","9,000","648,000","650,000","637,000","444,398",삼성전자
2006.05.15,"650,000","5,000","646,000","650,000","639,000","564,701",삼성전자
2006.05.12,"655,000","8,000","660,000","660,000","641,000","505,552",삼성전자
2006.05.11,"663,000","6,000","657,000","663,000","653,000","370,124",삼성전자
2006.05.10,"657,000","4,000","661,000","665,000","652,000","358,504",삼성전자
2006.05.09,"661,000","6,000","658,000","668,000","657,000","374,489",삼성전자
2006.05.08,"655,000","10,000","655,000","662,000","651,000","360,331",삼성전자
2006.05.04,"645,000","6,000","639,000","647,000","635,000","358,570",삼성전자
2006.05.03,"639,000","10,000","649,000","656,000","639,000","422,943",삼성전자
2006.05.02,"649,000","5,000","644,000","651,000","632,000","554,295",삼성전자
2006.04.28,"644,000","20,000","662,000","662,000","643,000","558,038",삼성전자
2006.04.27,"664,000","4,000","668,000","670,000","658,000","387,665",삼성전자
2006.04.26,"668,000","8,000","660,000","668,000","654,000","444,159",삼성전자
2006.04.25,"660,000","13,000","658,000","672,000","653,000","573,428",삼성전자
2006.04.24,"673,000","17,000","690,000","690,000","670,000","629,815",삼성전자
2006.04.21,"690,000","27,000","670,000","697,000","667,000","811,536",삼성전자
2006.04.20,"663,000","2,000","665,000","672,000","661,000","354,217",삼성전자
2006.04.19,"665,000","10,000","673,000","675,000","663,000","454,502",삼성전자
2006.04.18,"655,000","7,000","648,000","660,000","644,000","408,610",삼성전자
2006.04.17,"648,000","7,000","660,000","661,000","645,000","276,017",삼성전자
2006.04.14,"655,000","17,000","638,000","664,000","635,000","656,189",삼성전자
2006.04.13,"638,000","8,000","626,000","638,000","625,000","472,926",삼성전자
2006.04.12,"630,000","6,000","632,000","633,000","626,000","245,702",삼성전자
2006.04.11,"636,000","6,000","637,000","640,000","626,000","315,382",삼성전자
2006.04.10,"642,000","12,000","645,000","649,000","637,000","422,457",삼성전자
2006.04.07,"654,000","3,000","658,000","660,000","648,000","370,289",삼성전자
2006.04.06,"657,000","9,000","659,000","666,000","653,000","455,479",삼성전자
2006.04.05,"648,000","5,000","655,000","661,000","645,000","266,229",삼성전자
2006.04.04,"653,000","7,000","646,000","656,000","643,000","391,855",삼성전자
2006.04.03,"646,000","16,000","636,000","648,000","632,000","434,180",삼성전자
2006.03.31,"630,000","7,000","620,000","630,000","618,000","417,979",삼성전자
2006.03.30,"623,000","3,000","632,000","634,000","618,000","298,336",삼성전자
2006.03.29,"626,000","2,000","621,000","626,000","615,000","307,420",삼성전자
2006.03.28,"628,000","4,000","616,000","630,000","616,000","303,389",삼성전자
2006.03.27,"624,000","15,000","605,000","629,000","605,000","398,073",삼성전자
2006.03.24,"609,000","1,000","608,000","612,000","605,000","343,435",삼성전자
2006.03.23,"608,000","6,000","614,000","619,000","604,000","544,726",삼성전자
