date,closing_price,prev_price_diff,opening_price,high_price,low_price,volume,company_name
2014.12.22,"1,345,000","17,000","1,345,000","1,347,000","1,318,000","358,877",삼성전자
2014.12.19,"1,328,000","62,000","1,294,000","1,328,000","1,287,000","367,130",삼성전자
2014.12.18,"1,266,000",0,"1,266,000","1,279,000","1,252,000","236,165",삼성전자
2014.12.17,"1,266,000","13,000","1,279,000","1,283,000","1,253,000","261,773",삼성전자
2014.12.16,"1,279,000","6,000","1,270,000","1,289,000","1,268,000","257,895",삼성전자
2014.12.15,"1,273,000","13,000","1,280,000","1,280,000","1,260,000","286,759",삼성전자
2014.12.12,"1,286,000","19,000","1,303,000","1,304,000","1,274,000","287,945",삼성전자
2014.12.11,"1,305,000","12,000","1,317,000","1,319,000","1,294,000","409,817",삼성전자
2014.12.10,"1,317,000","32,000","1,346,000","1,346,000","1,317,000","319,556",삼성전자
2014.12.09,"1,349,000","30,000","1,319,000","1,357,000","1,319,000","271,062",삼성전자
2014.12.08,"1,319,000","17,000","1,303,000","1,321,000","1,302,000","158,331",삼성전자
2014.12.05,"1,302,000","2,000","1,314,000","1,314,000","1,300,000","112,756",삼성전자
2014.12.04,"1,300,000","2,000","1,302,000","1,303,000","1,298,000","177,427",삼성전자
2014.12.03,"1,298,000","3,000","1,300,000","1,301,000","1,295,000","194,710",삼성전자
2014.12.02,"1,295,000",0,"1,295,000","1,295,000","1,266,000","184,454",삼성전자
2014.12.01,"1,295,000","8,000","1,294,000","1,298,000","1,287,000","257,337",삼성전자
2014.11.28,"1,287,000","23,000","1,295,000","1,296,000","1,274,000","196,891",삼성전자
2014.11.27,"1,264,000","63,000","1,273,000","1,301,000","1,264,000","887,556",삼성전자
2014.11.26,"1,201,000","11,000","1,190,000","1,211,000","1,182,000","245,758",삼성전자
2014.11.25,"1,190,000","30,000","1,224,000","1,224,000","1,190,000","356,221",삼성전자
2014.11.24,"1,220,000","3,000","1,247,000","1,248,000","1,210,000","205,686",삼성전자
2014.11.21,"1,223,000","13,000","1,219,000","1,226,000","1,217,000","246,727",삼성전자
2014.11.20,"1,210,000","8,000","1,206,000","1,220,000","1,206,000","200,483",삼성전자
2014.11.19,"1,218,000","2,000","1,238,000","1,238,000","1,212,000","250,055",삼성전자
2014.11.18,"1,220,000","15,000","1,220,000","1,227,000","1,215,000","215,094",삼성전자
2014.11.17,"1,205,000","11,000","1,190,000","1,220,000","1,182,000","193,879",삼성전자
2014.11.14,"1,194,000","6,000","1,201,000","1,201,000","1,180,000","212,435",삼성전자
2014.11.13,"1,200,000","30,000","1,228,000","1,232,000","1,199,000","230,943",삼성전자
2014.11.12,"1,230,000","1,000","1,231,000","1,234,000","1,219,000","181,592",삼성전자
2014.11.11,"1,231,000","37,000","1,255,000","1,261,000","1,227,000","242,828",삼성전자
2014.11.10,"1,268,000","62,000","1,226,000","1,269,000","1,222,000","384,058",삼성전자
2014.11.07,"1,206,000","2,000","1,218,000","1,218,000","1,195,000","120,604",삼성전자
2014.11.06,"1,204,000","2,000","1,198,000","1,210,000","1,193,000","171,403",삼성전자
2014.11.05,"1,202,000","15,000","1,215,000","1,225,000","1,194,000","203,243",삼성전자
2014.11.04,"1,217,000","18,000","1,219,000","1,242,000","1,205,000","260,006",삼성전자
2014.11.03,"1,235,000","9,000","1,250,000","1,252,000","1,216,000","269,516",삼성전자
2014.10.31,"1,244,000","63,000","1,198,000","1,250,000","1,185,000","772,463",삼성전자
2014.10.30,"1,181,000","51,000","1,129,000","1,183,000","1,115,000","491,339",삼성전자
2014.10.29,"1,130,000","39,000","1,100,000","1,130,000","1,090,000","274,522",삼성전자
2014.10.28,"1,091,000","4,000","1,090,000","1,100,000","1,086,000","124,877",삼성전자
2014.10.27,"1,095,000","17,000","1,101,000","1,111,000","1,087,000","167,772",삼성전자
2014.10.24,"1,112,000","18,000","1,103,000","1,112,000","1,092,000","167,569",삼성전자
2014.10.23,"1,094,000","10,000","1,113,000","1,113,000","1,090,000","170,118",삼성전자
2014.10.22,"1,104,000","21,000","1,097,000","1,104,000","1,090,000","222,554",삼성전자
2014.10.21,"1,083,000","23,000","1,094,000","1,100,000","1,081,000","235,321",삼성전자
2014.10.20,"1,106,000","17,000","1,115,000","1,117,000","1,101,000","189,535",삼성전자
