date,closing_price,prev_price_diff,opening_price,high_price,low_price,volume
2020.01.20,"62,400","1,100","62,000","62,800","61,700","12,528,855"
2020.01.17,"61,300",600,"61,900","62,000","61,000","16,025,661"
2020.01.16,"60,700","1,700","59,100","60,700","59,000","14,381,774"
2020.01.15,"59,000","1,000","59,500","59,600","58,900","14,300,928"
2020.01.14,"60,000",0,"60,400","61,000","59,900","16,906,295"
2020.01.13,"60,000",500,"59,600","60,000","59,100","11,359,139"
2020.01.10,"59,500",900,"58,800","59,700","58,300","16,000,170"
2020.01.09,"58,600","1,800","58,400","58,600","57,400","24,102,579"
2020.01.08,"56,800","1,000","56,200","57,400","55,900","23,501,171"
2020.01.07,"55,800",300,"55,700","56,400","55,600","10,009,778"
2020.01.06,"55,500",0,"54,900","55,600","54,600","10,278,951"
2020.01.03,"55,500",300,"56,000","56,600","54,900","15,422,255"
2020.01.02,"55,200",600,"55,500","56,000","55,000","12,993,228"
2019.12.30,"55,800",700,"56,200","56,600","55,700","8,356,767"
2019.12.27,"56,500","1,100","55,700","56,900","55,500","12,313,056"
2019.12.26,"55,400",400,"54,700","55,400","54,400","9,645,034"
2019.12.24,"55,000",500,"55,600","55,700","54,800","11,868,463"
2019.12.23,"55,500",500,"56,100","56,400","55,100","9,839,252"
2019.12.20,"56,000",0,"56,100","56,500","55,600","12,095,519"
2019.12.19,"56,000",300,"57,000","57,300","55,500","14,180,520"
2019.12.18,"56,300",400,"56,700","57,200","56,000","15,558,208"
2019.12.17,"56,700","2,000","55,800","56,700","55,400","19,358,433"
2019.12.16,"54,700",0,"54,500","54,900","54,300","11,512,405"
2019.12.13,"54,700","1,400","54,500","54,800","53,900","18,120,261"
2019.12.12,"53,300","1,400","53,000","53,300","52,700","29,178,697"
2019.12.11,"51,900",400,"51,500","52,200","51,400","11,379,521"
2019.12.10,"51,500",300,"51,000","51,600","50,700","6,882,771"
2019.12.09,"51,200",800,"50,900","51,400","50,700","8,470,627"
2019.12.06,"50,400",900,"50,100","50,900","49,950","11,414,563"
2019.12.05,"49,500",50,"50,200","50,400","49,500","10,449,715"
2019.12.04,"49,450",450,"49,600","49,850","49,000","13,246,549"
2019.12.03,"49,900",500,"49,800","50,300","49,500","12,059,812"
2019.12.02,"50,400",100,"50,900","51,300","50,400","18,877,252"
2019.11.29,"50,300","1,000","51,200","51,400","50,200","11,179,334"
2019.11.28,"51,300",900,"51,900","52,100","51,300","6,833,885"
2019.11.27,"52,200",400,"51,800","52,300","51,600","7,546,261"
2019.11.26,"51,800",0,"51,900","52,900","51,800","27,372,226"
2019.11.25,"51,800",200,"52,200","52,600","51,700","9,050,625"
2019.11.22,"51,600",600,"51,000","51,600","50,900","8,478,310"
2019.11.21,"51,000","1,000","51,600","52,100","50,600","14,298,646"
2019.11.20,"52,000","1,500","53,400","53,400","52,000","12,560,070"
2019.11.19,"53,500",0,"53,200","53,500","52,700","8,907,177"
2019.11.18,"53,500",200,"53,600","53,800","53,200","7,746,554"
2019.11.15,"53,700",900,"52,900","53,700","52,600","9,703,360"
2019.11.14,"52,800",300,"51,900","52,800","51,900","12,010,018"
2019.11.13,"52,500",100,"52,500","52,500","52,000","6,225,196"
2019.11.12,"52,600","1,000","51,800","52,600","51,600","6,576,148"
2019.11.11,"51,600",500,"52,200","52,200","51,400","8,185,952"
2019.11.08,"52,100",800,"53,200","53,300","52,000","11,603,290"
2019.11.07,"52,900",400,"53,400","53,400","52,400","9,257,116"
2019.11.06,"53,300",600,"52,900","53,500","52,700","14,361,133"
2019.11.05,"52,700",400,"52,400","52,700","52,100","10,581,034"
2019.11.04,"52,300","1,100","51,700","52,300","51,400","13,012,411"
2019.11.01,"51,200",800,"50,600","51,200","50,400","8,467,846"
2019.10.31,"50,400",0,"51,000","51,400","50,300","10,304,777"
2019.10.30,"50,400",700,"50,700","50,800","50,200","8,959,435"
2019.10.29,"51,100",200,"51,400","51,700","50,800","7,581,629"
2019.10.28,"51,300",400,"50,700","51,500","50,700","6,431,522"
2019.10.25,"50,900",200,"50,800","51,200","50,500","7,879,897"
2019.10.24,"50,700",500,"52,500","52,500","50,500","21,185,785"
2019.10.23,"51,200",0,"51,300","51,500","50,800","8,663,880"
2019.10.22,"51,200",900,"50,800","51,500","50,700","10,898,729"
2019.10.21,"50,300",400,"49,900","50,400","49,800","4,406,531"
2019.10.18,"49,900",600,"50,300","50,900","49,650","8,483,106"
2019.10.17,"50,500",200,"50,500","50,600","50,100","6,701,380"
2019.10.16,"50,700",600,"50,700","50,900","50,400","9,136,282"
2019.10.15,"50,100",100,"49,900","50,200","49,900","6,058,105"
2019.10.14,"50,000",850,"50,000","50,300","49,850","11,130,635"
2019.10.11,"49,150",600,"49,000","49,450","48,800","7,783,275"
2019.10.10,"48,550",350,"48,200","49,200","48,000","18,639,855"
2019.10.08,"48,900","1,150","47,900","49,000","47,600","14,239,367"
2019.10.07,"47,750",250,"48,350","48,700","47,650","7,047,273"
2019.10.04,"48,000",400,"47,400","48,650","47,350","9,331,695"
2019.10.02,"47,600","1,250","48,350","48,400","47,600","8,382,463"
2019.10.01,"48,850",200,"48,900","49,100","48,650","6,206,035"
2019.09.30,"49,050",650,"48,050","49,250","47,900","9,497,119"
2019.09.27,"48,400",800,"48,000","48,700","48,000","8,048,041"
2019.09.26,"49,200",300,"49,000","49,250","48,900","8,494,756"
2019.09.25,"48,900",600,"49,200","49,350","48,800","9,187,141"
2019.09.24,"49,500",200,"49,050","49,650","48,850","7,871,955"
2019.09.23,"49,300",100,"49,250","49,300","49,000","7,568,553"
2019.09.20,"49,200",50,"49,400","49,600","49,100","15,460,210"
2019.09.19,"49,150","1,450","48,050","49,200","47,850","16,461,413"
2019.09.18,"47,700",800,"46,900","47,700","46,800","10,413,027"
2019.09.17,"46,900",200,"47,000","47,100","46,800","7,006,280"
2019.09.16,"47,100",50,"47,000","47,100","46,400","15,550,926"
2019.09.11,"47,150",150,"47,300","47,400","46,800","16,141,619"
2019.09.10,"47,000",100,"47,100","47,200","46,550","9,231,792"
2019.09.09,"46,900",600,"46,450","47,000","46,300","9,434,157"
2019.09.06,"46,300",600,"46,500","46,500","45,850","9,896,562"
2019.09.05,"45,700","1,600","44,800","46,100","44,450","18,297,430"
2019.09.04,"44,100",850,"43,250","44,100","43,150","12,441,837"
2019.09.03,"43,250",550,"43,550","43,650","43,100","9,774,941"
2019.09.02,"43,800",200,"44,850","44,850","43,650","7,185,537"
2019.08.30,"44,000",600,"43,750","44,300","43,750","9,899,073"
2019.08.29,"43,400",750,"44,200","44,200","43,050","10,768,862"
2019.08.28,"44,150",100,"44,100","44,400","43,750","5,758,333"
2019.08.27,"44,050",450,"43,650","44,200","43,600","16,883,932"
2019.08.26,"43,600",350,"43,050","43,800","42,950","7,954,949"
2019.08.23,"43,950",100,"43,800","44,200","43,650","5,017,381"
2019.08.22,"44,050",450,"44,500","44,700","43,850","8,061,177"
2019.08.21,"44,500",50,"44,350","44,800","44,150","6,571,717"
2019.08.20,"44,450",850,"43,950","44,600","43,550","8,434,205"
2019.08.19,"43,600",300,"44,350","44,350","43,500","6,014,218"
2019.08.16,"43,900",200,"43,800","43,900","43,300","9,528,115"
2019.08.14,"43,700",700,"43,900","44,250","43,500","8,750,135"
2019.08.13,"43,000",700,"43,500","43,500","42,950","7,276,979"
2019.08.12,"43,700",550,"44,000","44,000","43,550","8,466,169"
2019.08.09,"43,150",500,"43,250","43,350","43,050","9,685,147"
2019.08.08,"42,650",550,"43,250","43,500","42,650","16,926,881"
2019.08.07,"43,200",300,"43,600","43,900","43,100","10,002,533"
2019.08.06,"43,500",450,"42,500","43,800","42,500","15,083,824"
2019.08.05,"43,950","1,000","44,350","44,600","43,600","14,214,086"
2019.08.02,"44,950",250,"44,550","45,500","44,300","12,151,374"
2019.08.01,"45,200",150,"44,900","45,500","44,850","7,811,181"
2019.07.31,"45,350","1,200","46,200","46,600","45,000","12,872,916"
2019.07.30,"46,550",450,"46,300","46,850","46,300","5,551,014"
2019.07.29,"46,100","1,050","46,800","47,050","46,000","6,856,846"
2019.07.26,"47,150",50,"46,650","47,150","46,550","7,873,886"
2019.07.25,"47,200",800,"47,150","47,200","46,600","8,408,838"
2019.07.24,"46,400",900,"47,100","47,150","46,250","8,756,522"
2019.07.23,"47,300",100,"47,350","47,550","47,050","9,061,381"
2019.07.22,"47,200",400,"46,800","47,300","46,600","9,009,109"
2019.07.19,"46,800",700,"46,650","46,950","46,600","8,819,393"
2019.07.18,"46,100",50,"46,450","46,450","45,650","5,143,554"
2019.07.17,"46,050",800,"46,150","46,350","45,950","5,216,602"
2019.07.16,"46,850",400,"46,450","46,850","46,300","7,407,824"
2019.07.15,"46,450",150,"45,950","46,650","45,750","4,717,226"
2019.07.12,"46,300",100,"46,350","46,400","45,800","5,245,804"
2019.07.11,"46,200",650,"46,350","46,550","46,150","10,989,751"
2019.07.10,"45,550",450,"45,550","46,150","45,500","9,253,930"
2019.07.09,"45,100",700,"44,850","45,450","44,700","7,646,421"
2019.07.08,"44,400","1,250","44,750","44,800","44,350","7,823,843"
2019.07.05,"45,650",350,"45,950","45,950","45,250","7,235,395"
2019.07.04,"46,000",600,"45,250","46,200","45,250","6,365,573"
2019.07.03,"45,400",850,"45,750","46,350","45,200","9,669,368"
2019.07.02,"46,250",350,"46,200","46,900","45,850","8,463,073"
2019.07.01,"46,600",400,"47,350","47,400","46,250","11,383,522"
2019.06.28,"47,000",500,"47,000","47,000","46,700","12,949,231"
2019.06.27,"46,500",800,"46,000","46,600","45,750","12,603,534"
2019.06.26,"45,700",100,"45,800","46,000","45,600","9,226,097"
2019.06.25,"45,600",100,"45,200","45,800","45,200","7,076,774"
2019.06.24,"45,500",200,"45,200","45,800","45,200","6,085,066"
2019.06.21,"45,700",200,"45,750","45,800","45,200","9,454,913"
2019.06.20,"45,500",150,"44,850","45,500","44,850","7,147,785"
2019.06.19,"45,350","1,000","45,450","45,450","45,000","10,417,690"
2019.06.18,"44,350",450,"43,750","44,500","43,650","7,994,928"
2019.06.17,"43,900",100,"43,750","44,050","43,400","11,890,424"
2019.06.14,"44,000",250,"43,750","44,150","43,300","9,322,873"
2019.06.13,"43,750",850,"44,200","44,400","43,400","16,906,541"
2019.06.12,"44,600",250,"44,800","45,050","44,300","8,607,439"
2019.06.11,"44,850",50,"44,800","45,000","44,550","6,664,872"
2019.06.10,"44,800",600,"44,300","44,850","44,050","8,792,182"
2019.06.07,"44,200",300,"43,600","44,350","43,450","11,683,682"
2019.06.05,"43,900",450,"44,050","44,200","43,700","12,464,135"
2019.06.04,"43,450",350,"43,400","43,700","43,000","9,913,497"
2019.06.03,"43,800","1,300","42,950","43,900","42,500","15,466,580"
2019.05.31,"42,500",50,"42,600","42,800","42,150","11,365,999"
2019.05.30,"42,550",750,"42,200","42,700","42,150","11,766,018"
2019.05.29,"41,800",750,"41,850","42,100","41,300","14,930,618"
2019.05.28,"42,550",100,"42,550","42,950","42,150","24,506,881"
2019.05.27,"42,650",50,"42,500","43,000","42,350","8,066,669"
2019.05.24,"42,700","1,150","43,800","43,800","42,400","13,966,305"
2019.05.23,"43,850",350,"43,900","44,000","43,250","12,259,006"
2019.05.22,"43,500",350,"43,700","43,800","42,400","11,033,339"
2019.05.21,"43,150","1,150","42,600","43,950","42,350","18,812,133"
2019.05.20,"42,000",800,"41,650","42,100","41,550","15,752,397"
2019.05.17,"41,200",350,"41,950","42,050","40,850","13,357,951"
2019.05.16,"41,550","1,000","42,350","42,400","41,350","13,687,828"
2019.05.15,"42,550",100,"42,700","43,050","42,550","7,670,185"
2019.05.14,"42,650",0,"41,300","43,100","41,300","11,563,730"
2019.05.13,"42,650",250,"42,500","43,200","42,350","7,635,079"
2019.05.10,"42,900",450,"42,600","43,450","42,450","14,579,512"
2019.05.09,"42,450","1,800","43,900","44,250","42,450","23,029,718"
2019.05.08,"44,250",600,"44,300","44,850","44,200","10,398,754"
2019.05.07,"44,850",450,"45,250","45,300","44,400","12,014,907"
2019.05.03,"45,300",600,"45,900","46,050","45,300","6,562,916"
2019.05.02,"45,900",50,"45,500","46,150","45,400","8,625,126"
2019.04.30,"45,850",300,"46,000","46,300","45,350","11,121,273"
2019.04.29,"46,150","1,300","45,150","46,150","45,100","8,777,517"
2019.04.26,"44,850",200,"44,200","45,000","43,800","9,739,982"
2019.04.25,"44,650",100,"44,250","45,000","44,100","10,868,965"
2019.04.24,"44,750",450,"45,400","45,650","44,150","13,299,267"
2019.04.23,"45,200",150,"45,050","45,500","45,000","6,920,566"
2019.04.22,"45,350",50,"45,400","45,900","45,100","6,006,957"
2019.04.19,"45,300",300,"45,750","46,000","45,250","8,479,710"
2019.04.18,"45,600","1,450","47,200","47,250","45,500","12,808,747"
2019.04.17,"47,050",200,"47,300","47,600","47,000","5,513,658"
2019.04.16,"47,250",200,"47,400","47,400","46,800","7,730,881"
2019.04.15,"47,050",200,"47,150","47,500","47,000","8,733,019"
2019.04.12,"46,850",600,"46,050","46,900","46,000","7,668,936"
2019.04.11,"46,250",450,"46,700","46,800","46,150","13,697,399"
2019.04.10,"46,700",50,"46,400","46,700","46,050","11,883,995"
2019.04.09,"46,650",0,"46,700","46,950","46,200","6,878,761"
2019.04.08,"46,650",200,"47,250","47,250","46,150","8,507,909"
2019.04.05,"46,850",100,"46,950","47,550","46,600","8,546,339"
2019.04.04,"46,950",350,"46,150","47,100","46,150","12,650,168"
2019.04.03,"46,600",850,"46,750","46,750","45,800","12,436,570"
2019.04.02,"45,750",700,"45,550","46,100","45,350","9,480,688"
2019.04.01,"45,050",400,"45,200","45,450","44,850","7,362,129"
2019.03.29,"44,650",200,"44,500","44,900","44,200","11,491,713"
2019.03.28,"44,850",500,"44,950","45,200","44,300","6,821,306"
2019.03.27,"45,350",100,"44,750","45,600","44,250","9,568,081"
2019.03.26,"45,250",250,"45,500","45,700","44,900","9,729,811"
2019.03.25,"45,500","1,050","45,300","45,650","44,800","8,699,728"
2019.03.22,"46,550",700,"46,850","47,000","46,250","12,535,911"
2019.03.21,"45,850","1,800","44,600","46,250","44,050","21,138,016"
2019.03.20,"44,050",150,"43,800","44,200","43,100","9,846,242"
2019.03.19,"43,900",200,"43,750","43,900","43,550","7,609,563"
2019.03.18,"43,700",500,"43,950","44,150","43,450","8,188,876"
2019.03.15,"44,200",350,"43,800","44,250","43,700","16,814,163"
2019.03.14,"43,850",0,"43,700","44,300","43,550","18,039,161"
2019.03.13,"43,850",800,"44,250","44,450","43,700","8,108,343"
2019.03.12,"44,650","1,000","44,300","44,950","44,150","11,431,977"
2019.03.11,"43,650",150,"44,400","44,450","43,650","10,717,408"
2019.03.08,"43,800",650,"44,450","44,800","43,800","7,729,069"
2019.03.07,"44,450",450,"43,400","44,950","43,400","11,049,749"
2019.03.06,"44,000",250,"44,000","44,300","43,700","10,202,544"
2019.03.05,"44,250",600,"44,600","45,100","44,150","10,612,405"
2019.03.04,"44,850",250,"46,000","46,100","44,800","12,926,539"
2019.02.28,"45,100","1,650","46,400","46,500","45,100","23,569,321"
2019.02.27,"46,750",0,"47,000","47,250","46,750","8,045,211"
2019.02.26,"46,750",600,"47,350","47,450","46,500","7,985,547"
2019.02.25,"47,350",200,"47,400","47,550","47,050","7,484,716"
2019.02.22,"47,150",200,"46,500","47,150","46,450","6,895,772"
2019.02.21,"46,950",50,"46,500","47,200","46,200","8,694,009"
2019.02.20,"46,900",950,"46,750","47,100","46,500","11,506,720"
2019.02.19,"45,950",250,"45,850","46,150","45,450","6,741,395"
2019.02.18,"46,200",150,"46,500","46,850","45,850","8,183,728"
2019.02.15,"46,050","1,450","46,750","46,850","45,650","10,554,643"
2019.02.14,"47,500","1,300","46,600","47,500","46,150","17,259,341"
2019.02.13,"46,200",150,"46,400","46,700","46,000","11,299,738"
2019.02.12,"46,050","1,050","44,650","46,250","44,650","13,184,367"
2019.02.11,"45,000",200,"44,500","45,000","44,250","11,125,044"
2019.02.08,"44,800","1,400","45,700","45,700","44,650","12,689,196"
2019.02.07,"46,200",150,"46,800","47,100","46,200","15,872,001"
2019.02.01,"46,350",200,"46,650","46,950","46,250","13,832,454"
2019.01.31,"46,150",250,"46,650","47,050","46,150","21,621,145"
2019.01.30,"46,400",900,"44,800","46,400","44,800","17,505,980"
2019.01.29,"45,500",450,"45,050","45,500","44,350","16,215,017"
2019.01.28,"45,050",300,"45,000","45,500","44,600","17,998,914"
2019.01.25,"44,750","1,700","44,300","44,750","43,750","22,789,395"
2019.01.24,"43,050","1,050","43,050","43,100","42,350","14,747,623"
2019.01.23,"42,000",150,"41,350","42,250","41,350","11,071,079"
2019.01.22,"42,150",600,"42,750","42,850","41,850","9,964,356"
2019.01.21,"42,750",450,"42,700","42,750","41,900","11,355,701"
2019.01.18,"42,300",350,"42,000","42,400","41,950","11,029,256"
2019.01.17,"41,950",500,"41,700","42,100","41,450","11,736,903"
2019.01.16,"41,450",350,"41,150","41,450","40,700","8,491,595"
2019.01.15,"41,100","1,050","40,050","41,100","39,850","11,492,756"
2019.01.14,"40,050",450,"40,450","40,700","39,850","11,984,996"
2019.01.11,"40,500",700,"40,350","40,550","39,950","11,661,063"
2019.01.10,"39,800",200,"40,000","40,150","39,600","14,731,699"
2019.01.09,"39,600","1,500","38,650","39,600","38,300","17,452,708"
2019.01.08,"38,100",650,"38,000","39,200","37,950","12,756,554"
2019.01.07,"38,750","1,300","38,000","38,900","37,800","12,748,997"
2019.01.04,"37,450",150,"37,450","37,600","36,850","14,108,958"
2019.01.03,"37,600","1,150","38,300","38,550","37,450","12,471,493"
2019.01.02,"38,750",50,"39,400","39,400","38,550","7,847,664"
2018.12.28,"38,700",450,"38,250","38,900","38,200","9,900,267"
2018.12.27,"38,250",100,"38,700","38,800","38,100","10,510,643"
2018.12.26,"38,350",450,"38,400","38,750","38,300","12,707,675"
2018.12.24,"38,800",150,"38,500","39,050","38,300","9,729,530"
2018.12.21,"38,650",0,"38,200","38,650","38,100","14,947,080"
2018.12.20,"38,650",450,"38,600","39,100","38,500","11,937,617"
2018.12.19,"39,100",200,"38,900","39,350","38,850","9,942,037"
2018.12.18,"38,900",250,"38,300","39,200","38,300","11,042,101"
2018.12.17,"39,150",200,"38,650","39,600","38,650","11,532,968"
2018.12.14,"38,950","1,050","40,200","40,200","38,700","19,671,783"
2018.12.13,"40,000",450,"40,650","40,750","40,000","26,254,646"
2018.12.12,"40,450",200,"40,250","40,700","40,150","12,024,279"
2018.12.11,"40,250",50,"40,600","40,700","40,200","10,638,766"
2018.12.10,"40,200",750,"40,450","40,650","40,000","14,892,263"
2018.12.07,"40,950",450,"40,900","41,400","40,850","11,433,083"
2018.12.06,"40,500",950,"40,600","41,100","40,450","14,251,826"
2018.12.05,"41,450",700,"40,900","41,750","40,850","12,631,983"
2018.12.04,"42,150","1,100","42,650","42,900","41,900","14,347,746"
2018.12.03,"43,250","1,400","42,750","43,400","42,400","12,110,702"
2018.11.30,"41,850","1,300","43,450","44,000","41,750","19,775,519"
2018.11.29,"43,150",0,"43,850","43,850","42,900","8,473,511"
2018.11.28,"43,150",100,"42,800","43,200","42,750","6,943,099"
2018.11.27,"43,050",450,"42,900","43,100","42,500","8,367,091"
2018.11.26,"42,600",200,"42,150","42,800","42,100","6,613,009"
2018.11.23,"42,400",50,"42,450","42,600","41,900","5,192,638"
2018.11.22,"42,450",350,"42,000","42,650","42,000","5,970,796"
2018.11.21,"42,100",700,"41,800","42,300","41,800","10,769,589"
2018.11.20,"42,800",850,"42,450","43,000","42,100","9,420,664"
2018.11.19,"43,650",350,"44,050","44,250","43,450","7,538,720"
2018.11.16,"44,000",250,"44,600","44,750","43,700","7,777,124"
2018.11.15,"44,250",150,"44,050","44,350","43,500","5,864,067"
2018.11.14,"44,100",400,"44,500","44,500","43,800","6,783,344"
2018.11.13,"44,500",700,"43,900","44,500","43,400","9,311,126"
2018.11.12,"45,200",900,"43,850","45,250","43,700","8,552,566"
2018.11.09,"44,300",250,"44,450","44,850","43,900","7,318,500"
2018.11.08,"44,050",50,"44,900","45,050","44,050","12,617,397"
2018.11.07,"44,000",250,"43,600","44,500","43,400","11,553,998"
2018.11.06,"43,750",50,"43,750","43,800","42,950","7,713,625"
2018.11.05,"43,800",350,"43,750","43,800","42,900","9,426,777"
2018.11.02,"44,150","2,000","43,050","44,250","42,800","16,517,112"
2018.11.01,"42,150",250,"42,450","42,950","42,150","13,423,132"
2018.10.31,"42,400",50,"42,900","43,350","41,700","17,621,480"
2018.10.30,"42,350",950,"41,400","43,000","41,000","14,205,190"
2018.10.29,"41,400",400,"40,850","41,950","40,550","14,460,521"
2018.10.26,"41,000",0,"41,100","41,300","40,400","14,413,864"
2018.10.25,"41,000","1,550","40,600","41,550","40,550","19,338,170"
2018.10.24,"42,550",500,"43,050","43,100","42,250","13,522,825"
2018.10.23,"43,050",500,"43,300","43,450","42,550","9,531,231"
2018.10.22,"43,550",350,"43,450","43,950","43,200","8,357,648"
2018.10.19,"43,900",150,"43,900","44,150","43,450","7,842,520"
2018.10.18,"44,050",100,"43,950","44,450","43,700","8,347,725"
2018.10.17,"44,150",550,"44,150","44,500","44,000","8,306,193"
2018.10.16,"43,600",200,"43,700","44,150","43,350","6,825,677"
2018.10.15,"43,800",200,"44,050","44,050","43,350","7,434,522"
2018.10.12,"44,000",900,"43,200","44,650","43,200","12,640,906"
2018.10.11,"43,100","2,200","44,000","44,650","43,100","19,324,537"
2018.10.10,"45,300",350,"45,250","45,500","44,500","10,341,349"
2018.10.08,"44,950",250,"44,200","45,200","44,200","6,759,464"
2018.10.05,"44,700",0,"44,800","45,500","44,550","10,544,165"
2018.10.04,"44,700","1,000","45,150","45,600","44,700","11,865,327"
2018.10.02,"45,700",650,"46,450","46,700","45,700","6,607,188"
2018.10.01,"46,350",100,"46,450","46,800","45,800","6,354,983"
2018.09.28,"46,450","1,050","47,250","47,250","46,300","11,270,515"
2018.09.27,"47,500",100,"46,950","47,500","46,450","15,804,586"
2018.09.21,"47,400",150,"46,550","47,550","46,550","14,476,906"
2018.09.20,"47,250","1,100","46,850","47,600","46,400","13,536,966"
2018.09.19,"46,150",650,"46,000","46,200","45,700","9,367,454"
2018.09.18,"45,500",350,"44,950","45,900","44,700","9,987,090"
2018.09.17,"45,150",700,"45,550","45,800","44,900","8,123,384"
2018.09.14,"45,850","1,800","45,000","45,850","44,900","12,446,344"
2018.09.13,"44,050",500,"44,550","44,750","44,000","18,277,942"
2018.09.12,"44,550",500,"44,900","45,100","44,500","12,995,269"
2018.09.11,"45,050",450,"45,550","45,900","45,050","9,865,790"
2018.09.10,"45,500",600,"45,450","45,550","45,000","9,979,838"
2018.09.07,"44,900","1,200","44,500","45,200","44,400","18,285,508"
2018.09.06,"46,100",500,"46,200","46,400","45,800","9,040,553"
2018.09.05,"46,600","1,050","47,300","47,450","46,400","9,139,998"
2018.09.04,"47,650",200,"47,550","47,800","47,200","6,791,255"
2018.09.03,"47,450","1,000","48,200","48,300","47,300","8,595,084"
2018.08.31,"48,450",800,"47,100","48,450","47,000","13,577,454"
2018.08.30,"47,650",850,"46,950","47,950","46,700","12,193,231"
2018.08.29,"46,800",250,"46,750","46,800","46,400","5,572,374"
2018.08.28,"46,550",250,"46,800","46,950","46,300","7,365,976"
2018.08.27,"46,300",150,"46,100","46,550","46,000","5,263,782"
2018.08.24,"46,150",50,"45,900","46,400","45,550","6,582,535"
2018.08.23,"46,200",100,"46,150","46,200","45,700","6,730,918"
2018.08.22,"46,100","1,300","45,150","46,200","44,900","11,641,656"
2018.08.21,"44,800",950,"43,700","44,900","43,700","9,520,270"
2018.08.20,"43,850",250,"43,500","44,200","43,500","7,289,124"
2018.08.17,"44,100",150,"44,050","44,400","44,050","6,808,747"
2018.08.16,"44,250",900,"43,800","44,650","43,700","10,088,229"
2018.08.14,"45,150",100,"44,850","45,400","44,850","6,409,259"
2018.08.13,"45,050",350,"44,950","45,100","44,650","9,803,831"
2018.08.10,"45,400","1,500","46,150","46,400","44,850","16,670,643"
2018.08.09,"46,900",100,"47,000","47,050","46,450","12,010,886"
2018.08.08,"46,800",100,"47,000","47,000","46,550","6,429,338"
2018.08.07,"46,700",900,"46,300","46,750","45,900","9,058,174"
2018.08.06,"45,800",50,"46,150","46,150","45,750","6,771,979"
2018.08.03,"45,750",200,"45,850","45,900","45,450","8,274,944"
2018.08.02,"45,550","1,000","46,550","46,800","45,500","8,560,924"
2018.08.01,"46,550",300,"46,050","46,850","46,050","7,484,499"
2018.07.31,"46,250",250,"46,200","46,450","46,000","8,033,607"
2018.07.30,"46,500",400,"46,550","46,800","46,350","5,723,035"
2018.07.27,"46,900",0,"46,450","47,000","46,450","4,762,460"
2018.07.26,"46,900",750,"46,100","47,000","46,000","7,374,946"
2018.07.25,"46,150",0,"46,250","46,550","45,900","7,222,471"
2018.07.24,"46,150",350,"46,350","46,600","45,950","8,261,363"
2018.07.23,"46,500",950,"47,100","47,200","46,150","10,823,782"
2018.07.20,"47,450",550,"47,000","47,600","46,700","10,474,547"
2018.07.19,"46,900",350,"47,050","47,200","46,600","9,880,128"
2018.07.18,"46,550",700,"46,700","47,200","46,450","10,952,645"
2018.07.17,"45,850",200,"46,150","46,200","45,600","8,892,953"
2018.07.16,"46,050",450,"46,800","46,800","46,000","7,678,719"
2018.07.13,"46,500","1,000","45,800","46,500","45,750","11,543,389"
2018.07.12,"45,500",500,"45,900","46,250","45,450","11,828,104"
2018.07.11,"46,000",300,"46,400","46,450","45,400","11,224,077"
2018.07.10,"46,300",700,"46,200","46,550","46,100","10,528,665"
2018.07.09,"45,600",700,"45,500","46,100","45,200","11,602,464"
2018.07.06,"44,900","1,050","45,500","45,850","44,650","17,843,706"
2018.07.05,"45,950",300,"46,100","46,550","45,600","7,039,773"
