date,closing_price,prev_price_diff,opening_price,high_price,low_price,volume
2021.07.16,"160,500",500,"159,500","161,500","159,500","523,298"
2021.07.15,"161,000",0,"161,000","162,000","159,500","648,066"
2021.07.14,"161,000","2,500","162,000","162,000","159,000","689,838"
2021.07.13,"163,500","5,000","158,000","163,500","157,500","1,105,815"
2021.07.12,"158,500",500,"160,500","161,000","158,000","781,657"
2021.07.09,"159,000","1,000","158,000","161,500","157,000","1,408,620"
2021.07.08,"160,000","5,000","165,500","165,500","160,000","1,861,927"
2021.07.07,"165,000","5,000","171,000","171,000","163,500","2,371,947"
2021.07.06,"170,000","3,000","168,500","172,000","166,500","1,902,339"
2021.07.05,"167,000","3,500","164,500","167,000","163,500","1,045,443"
2021.07.02,"163,500","1,500","163,500","166,500","163,000","873,575"
2021.07.01,"162,000","1,500","164,000","164,500","160,500","779,316"
2021.06.30,"163,500","2,500","162,500","166,000","162,000","1,118,470"
2021.06.29,"161,000","2,500","164,500","165,000","160,000","903,807"
2021.06.28,"163,500",0,"165,000","166,000","160,500","946,236"
2021.06.25,"163,500",500,"165,500","167,000","162,000","1,132,098"
2021.06.24,"164,000","6,500","158,500","164,500","156,500","2,156,462"
2021.06.23,"157,500","1,500","159,500","162,000","155,500","1,185,360"
2021.06.22,"159,000","1,500","163,000","164,500","159,000","1,111,298"
2021.06.21,"160,500","3,500","155,000","163,500","154,500","1,975,315"
2021.06.18,"157,000","2,500","155,000","158,000","154,500","978,143"
2021.06.17,"154,500","3,000","156,000","156,500","153,000","1,115,514"
2021.06.16,"157,500","1,000","157,500","159,000","156,500","674,520"
2021.06.15,"158,500","1,000","159,000","160,500","156,500","1,021,245"
2021.06.14,"157,500","6,000","152,000","158,500","151,500","1,741,300"
2021.06.11,"151,500","1,500","151,000","153,000","150,500","413,298"
2021.06.10,"150,000",500,"151,000","152,000","149,000","954,307"
2021.06.09,"150,500","2,000","153,000","153,500","150,500","561,497"
2021.06.08,"152,500","2,500","155,000","156,000","152,500","633,240"
2021.06.07,"155,000","1,500","155,000","158,000","154,000","988,186"
2021.06.04,"153,500","1,000","153,500","154,500","152,000","558,204"
2021.06.03,"154,500","3,000","152,000","156,000","152,000","1,156,086"
2021.06.02,"151,500",0,"152,000","153,000","151,000","448,035"
2021.06.01,"151,500",500,"151,500","153,000","150,000","656,695"
2021.05.31,"152,000",500,"153,000","154,500","151,000","530,955"
2021.05.28,"151,500","2,000","150,500","153,000","149,500","612,753"
2021.05.27,"149,500","2,500","152,000","153,500","148,000","1,163,137"
2021.05.26,"152,000","1,500","153,500","155,000","151,000","698,912"
2021.05.25,"153,500","4,000","151,500","154,000","150,500","894,261"
2021.05.24,"149,500",0,"149,500","150,500","147,500","537,981"
2021.05.21,"149,500",0,"151,500","152,000","149,500","686,324"
2021.05.20,"149,500",500,"150,000","151,500","148,000","589,695"
2021.05.18,"150,000","2,500","148,000","150,500","147,000","551,940"
2021.05.17,"147,500","1,000","151,000","151,000","146,000","553,776"
2021.05.14,"148,500",500,"149,000","150,000","146,500","634,322"
2021.05.13,"148,000","1,000","144,500","150,000","144,000","1,541,542"
2021.05.12,"147,000","2,000","148,500","150,000","145,000","1,308,616"
2021.05.11,"149,000","4,500","151,500","152,500","148,500","1,632,384"
2021.05.10,"153,500",500,"154,500","155,000","153,000","1,183,390"
2021.05.07,"153,000","1,500","152,500","155,000","152,000","949,811"
2021.05.06,"151,500","3,000","154,000","154,500","149,500","1,825,692"
2021.05.04,"154,500",500,"155,000","156,500","152,500","1,063,073"
2021.05.03,"155,000","2,500","156,500","158,500","153,000","1,410,927"
2021.04.30,"157,500","4,500","164,000","165,500","157,000","1,601,686"
2021.04.29,"162,000","2,000","165,000","165,500","160,000","1,192,074"
2021.04.28,"164,000","3,000","167,500","168,500","163,000","1,095,517"
2021.04.27,"167,000","2,500","170,000","170,500","166,500","1,027,920"
2021.04.26,"169,500","6,000","165,000","170,000","163,500","1,892,283"
2021.04.23,"163,500",0,"161,500","166,500","160,000","1,125,379"
2021.04.22,"163,500","2,500","167,500","168,500","163,000","1,321,558"
2021.04.21,"166,000","6,000","170,000","170,000","165,500","2,042,543"
2021.04.20,"172,000","1,000","170,500","172,000","168,500","1,209,405"
2021.04.19,"171,000","2,500","170,500","174,500","169,000","2,281,804"
2021.04.16,"168,500","3,500","173,000","173,500","166,500","2,328,661"
2021.04.15,"172,000","10,500","162,000","172,000","161,000","5,009,228"
2021.04.14,"161,500","4,000","163,500","165,000","159,000","2,454,760"
2021.04.13,"157,500","1,000","156,500","158,500","155,000","1,114,768"
2021.04.12,"156,500","2,000","159,000","161,000","156,000","1,005,281"
2021.04.09,"158,500","2,000","157,500","162,500","157,000","1,764,047"
2021.04.08,"156,500","2,000","160,000","160,500","156,000","1,735,278"
2021.04.07,"158,500","1,500","160,000","163,500","158,000","2,655,588"
2021.04.06,"160,000","5,500","158,000","162,500","156,500","3,084,796"
2021.04.05,"154,500","4,000","163,000","165,000","153,000","3,827,492"
2021.04.02,"158,500",500,"159,500","160,000","155,000","1,761,019"
2021.04.01,"159,000","9,000","154,500","160,500","150,500","3,574,578"
2021.03.31,"150,000","2,000","154,000","156,000","149,500","2,039,038"
2021.03.30,"152,000","11,500","144,000","153,000","143,500","3,244,882"
2021.03.29,"140,500","2,500","143,000","143,500","140,000","1,212,152"
2021.03.26,"143,000","5,000","147,000","147,000","140,500","1,993,831"
2021.03.25,"148,000","1,500","146,000","150,500","145,000","1,138,392"
2021.03.24,"146,500","1,000","143,500","147,000","143,500","1,127,948"
2021.03.23,"145,500","9,500","155,000","155,500","145,500","2,053,555"
2021.03.22,"155,000","2,000","154,000","157,000","152,500","962,272"
2021.03.19,"153,000","2,500","151,500","154,000","151,500","1,195,480"
2021.03.18,"155,500","2,500","160,500","161,000","155,500","1,400,789"
2021.03.17,"158,000",0,"158,000","161,000","155,000","1,543,163"
2021.03.16,"158,000","6,500","153,500","159,500","153,000","1,996,472"
2021.03.15,"151,500","1,000","152,500","153,500","150,500","819,248"
2021.03.12,"152,500","5,000","149,500","154,500","149,500","1,567,260"
2021.03.11,"147,500","5,000","143,500","149,000","143,500","1,651,447"
2021.03.10,"142,500","2,000","148,500","149,000","142,000","1,143,711"
2021.03.09,"144,500","1,500","143,500","146,000","142,000","1,530,784"
2021.03.08,"143,000","5,500","149,500","150,000","142,000","1,165,677"
2021.03.05,"148,500","2,500","142,500","149,500","142,000","1,479,199"
2021.03.04,"146,000","4,500","148,000","148,500","145,000","1,342,531"
2021.03.03,"150,500","1,500","149,000","152,000","148,000","1,033,609"
2021.03.02,"149,000","2,500","150,500","152,500","147,000","1,552,321"
2021.02.26,"146,500","7,500","148,000","150,500","146,000","2,453,529"
2021.02.25,"154,000","4,000","153,500","154,500","151,000","1,755,139"
2021.02.24,"150,000","7,500","157,500","159,000","149,000","3,061,646"
2021.02.23,"157,500","8,500","161,000","162,000","157,000","2,897,046"
2021.02.22,"166,000","2,000","172,500","174,500","164,500","2,511,075"
2021.02.19,"168,000","3,000","170,500","172,500","164,000","2,236,161"
2021.02.18,"171,000","5,000","175,000","176,500","168,500","2,499,314"
2021.02.17,"176,000","3,500","172,000","177,000","169,000","2,965,260"
2021.02.16,"172,500","7,500","167,000","174,000","166,000","3,199,701"
2021.02.15,"165,000","2,500","170,500","171,000","165,000","2,113,807"
2021.02.10,"167,500","6,500","163,500","168,500","161,000","3,256,875"
2021.02.09,"161,000","4,000","158,500","168,000","157,000","3,866,170"
2021.02.08,"157,000","1,000","158,000","163,500","157,000","1,895,740"
2021.02.05,"158,000",500,"159,000","160,500","154,500","1,914,947"
2021.02.04,"157,500","7,500","163,000","163,000","156,000","2,660,265"
2021.02.03,"165,000","7,000","160,500","166,000","159,000","3,179,393"
2021.02.02,"158,000",0,"160,000","164,000","156,000","2,620,315"
2021.02.01,"158,000","5,000","153,500","159,000","150,000","3,617,362"
2021.01.29,"153,000","11,500","166,500","166,500","150,500","5,396,272"
2021.01.28,"164,500","2,500","163,500","167,000","161,500","2,465,978"
2021.01.27,"167,000","3,000","170,000","175,500","166,500","3,244,402"
2021.01.26,"170,000","8,000","179,000","181,500","169,000","3,706,727"
2021.01.25,"178,000",500,"177,500","181,000","174,500","2,710,809"
2021.01.22,"177,500","7,500","183,000","193,000","177,500","7,015,098"
2021.01.21,"185,000","18,000","168,500","192,500","163,500","16,304,954"
2021.01.20,"167,000","19,000","148,500","167,000","146,500","10,340,439"
2021.01.19,"148,000","9,000","140,000","149,500","139,000","4,114,713"
2021.01.18,"139,000","1,000","141,500","145,000","138,500","2,469,549"
2021.01.15,"140,000","7,000","145,500","146,000","139,500","3,051,738"
2021.01.14,"147,000","7,000","138,500","150,500","138,500","5,618,859"
2021.01.13,"140,000","1,500","141,000","143,500","137,000","2,589,622"
2021.01.12,"138,500","3,500","140,500","147,500","135,000","4,585,235"
2021.01.11,"142,000","5,500","148,500","152,000","138,000","6,584,433"
2021.01.08,"147,500","2,500","145,000","151,000","140,500","9,472,733"
2021.01.07,"150,000","12,500","139,500","155,000","137,000","9,782,722"
2021.01.06,"137,500","2,500","148,500","150,500","137,000","5,283,488"
2021.01.05,"140,000","2,000","139,000","140,000","137,000","1,602,818"
2021.01.04,"142,000","7,000","136,500","144,000","136,500","1,868,234"
2020.12.30,"135,000","3,500","128,000","136,000","128,000","1,533,422"
2020.12.29,"131,500","7,000","127,500","134,500","125,000","7,476,122"
2020.12.28,"124,500","12,500","114,500","136,500","113,000","21,982,050"
2020.12.24,"112,000","7,500","125,000","128,500","110,500","11,918,248"
2020.12.23,"119,500","27,300","92,700","119,500","91,100","16,565,841"
2020.12.22,"92,200","2,700","94,600","94,700","91,800","943,385"
2020.12.21,"94,900",900,"95,800","95,900","93,600","946,927"
2020.12.18,"95,800","1,100","97,300","97,400","95,700","835,663"
2020.12.17,"96,900",400,"97,000","97,800","96,000","1,038,351"
2020.12.16,"97,300","3,900","94,200","97,500","94,200","1,785,477"
2020.12.15,"93,400","1,600","94,500","94,900","93,000","1,094,196"
2020.12.14,"95,000",800,"95,400","95,700","94,000","1,013,069"
2020.12.11,"95,800",400,"96,100","97,100","94,900","1,013,826"
2020.12.10,"95,400",800,"95,100","95,800","93,800","1,691,356"
2020.12.09,"96,200","1,200","96,800","98,000","95,000","2,114,941"
2020.12.08,"95,000","5,800","91,000","96,500","90,900","4,702,429"
2020.12.07,"89,200","1,300","92,000","92,200","89,000","1,278,901"
2020.12.04,"90,500",200,"90,000","91,500","89,100","1,763,876"
2020.12.03,"90,300","4,400","86,800","90,300","86,600","2,391,369"
2020.12.02,"85,900",100,"86,300","86,300","85,500","818,536"
2020.12.01,"86,000",500,"86,100","86,500","85,500","693,134"
2020.11.30,"85,500","2,300","87,800","87,900","85,500","1,428,395"
2020.11.27,"87,800",800,"87,000","88,000","86,800","750,504"
2020.11.26,"87,000",500,"87,500","88,300","86,300","741,023"
2020.11.25,"87,500","1,100","89,100","89,500","86,600","1,022,025"
2020.11.24,"88,600",600,"89,400","89,500","88,000","871,390"
2020.11.23,"89,200",500,"89,100","89,900","87,700","746,317"
2020.11.20,"88,700",400,"89,700","90,200","87,800","588,066"
2020.11.19,"89,100",300,"90,300","90,700","88,500","1,219,430"
2020.11.18,"88,800","3,800","85,400","89,500","85,100","2,116,015"
2020.11.17,"85,000","1,500","86,600","87,100","84,800","1,066,813"
2020.11.16,"86,500",900,"86,500","87,500","86,300","807,027"
2020.11.13,"85,600",500,"85,900","86,400","85,200","592,333"
2020.11.12,"86,100",700,"87,100","87,200","85,700","781,666"
2020.11.11,"86,800",900,"86,000","87,200","85,800","960,361"
2020.11.10,"85,900","1,400","87,800","87,800","85,500","898,189"
2020.11.09,"87,300",200,"87,900","88,300","87,100","586,050"
2020.11.06,"87,100",600,"86,700","87,200","86,100","707,090"
2020.11.05,"86,500",400,"86,600","87,100","85,900","754,241"
2020.11.04,"86,100",200,"88,100","88,100","86,000","602,908"
2020.11.03,"86,300",800,"85,800","87,100","85,700","409,909"
2020.11.02,"85,500","1,500","85,300","86,300","84,400","510,392"
2020.10.30,"84,000","3,200","87,300","87,400","83,400","981,485"
2020.10.29,"87,200","2,800","88,900","89,200","86,800","786,668"
2020.10.28,"90,000",600,"88,900","90,200","88,800","375,683"
2020.10.27,"89,400",300,"88,800","90,600","88,600","523,862"
2020.10.26,"89,100",500,"89,400","89,800","88,600","397,433"
2020.10.23,"89,600","1,200","89,000","89,700","88,600","453,141"
2020.10.22,"88,400","2,000","90,300","90,300","87,500","598,631"
2020.10.21,"90,400",300,"91,400","91,400","89,800","502,901"
2020.10.20,"90,700","1,600","87,600","90,700","87,600","498,432"
2020.10.19,"89,100",800,"90,500","90,600","88,700","487,840"
2020.10.16,"89,900","1,500","91,600","92,200","89,200","749,853"
2020.10.15,"91,400",0,"91,500","92,400","91,100","678,538"
2020.10.14,"91,400",300,"92,700","92,800","90,600","847,948"
2020.10.13,"91,700",200,"92,500","93,800","91,300","1,015,570"
2020.10.12,"91,900","1,400","93,600","93,800","91,000","1,139,080"
2020.10.08,"93,300","2,800","97,000","98,900","92,700","2,181,852"
2020.10.07,"96,100","1,700","94,400","96,300","92,800","1,263,545"
2020.10.06,"94,400","2,300","93,500","98,500","93,200","2,733,167"
2020.10.05,"92,100",400,"91,000","93,500","90,900","1,007,727"
2020.09.29,"91,700",0,"92,700","93,400","91,500","808,542"
2020.09.28,"91,700","1,200","93,800","94,500","91,500","905,918"
2020.09.25,"92,900","3,400","91,000","93,700","90,200","1,625,943"
2020.09.24,"89,500","1,700","89,600","91,500","89,500","1,150,871"
2020.09.23,"91,200","2,300","89,500","91,500","88,000","1,121,711"
2020.09.22,"88,900","2,000","90,400","91,400","88,000","1,054,942"
2020.09.21,"90,900","1,000","90,100","92,500","89,400","1,050,515"
2020.09.18,"89,900",700,"90,700","90,900","88,700","931,059"
2020.09.17,"90,600",0,"91,000","91,200","88,900","870,174"
2020.09.16,"90,600","1,200","91,200","93,300","90,300","815,205"
2020.09.15,"91,800",300,"92,000","93,100","90,700","952,767"
2020.09.14,"92,100",300,"93,500","94,900","91,300","1,226,790"
2020.09.11,"92,400",800,"93,200","93,900","89,700","1,507,008"
2020.09.10,"93,200","3,000","91,100","95,000","90,500","2,880,767"
2020.09.09,"90,200","4,400","87,200","92,000","84,600","3,555,936"
2020.09.08,"85,800","2,000","84,300","87,200","83,100","1,367,597"
2020.09.07,"83,800",200,"83,700","85,300","82,900","629,528"
2020.09.04,"84,000","1,700","83,000","84,600","83,000","974,597"
2020.09.03,"85,700",800,"86,500","87,300","85,600","764,553"
2020.09.02,"86,500","1,200","89,300","89,700","85,300","1,170,481"
2020.09.01,"87,700","3,500","85,100","87,900","84,700","1,133,236"
2020.08.31,"84,200","1,700","86,100","87,300","84,200","1,388,783"
2020.08.28,"85,900",300,"87,100","87,900","85,200","954,228"
2020.08.27,"86,200","1,700","87,700","88,700","85,500","1,330,067"
2020.08.26,"87,900","2,400","90,200","90,200","86,800","1,571,474"
2020.08.25,"90,300",300,"90,500","92,400","89,600","1,161,120"
2020.08.24,"90,600",300,"90,000","91,600","89,100","1,265,081"
2020.08.21,"90,300","5,400","86,800","91,000","86,700","2,978,055"
2020.08.20,"84,900",100,"84,700","87,300","84,000","1,424,255"
2020.08.19,"85,000","1,000","84,000","88,000","83,600","1,316,003"
2020.08.18,"84,000","4,700","88,300","89,200","82,500","1,462,971"
2020.08.14,"88,700","1,700","87,400","90,000","85,900","1,669,303"
2020.08.13,"87,000",300,"87,700","90,300","85,000","1,950,559"
2020.08.12,"87,300","4,300","82,900","88,900","81,300","2,704,977"
2020.08.11,"83,000","2,700","86,300","86,300","83,000","1,684,857"
2020.08.10,"85,700","8,500","77,100","86,200","76,500","3,706,582"
2020.08.07,"77,200",0,"77,800","78,300","76,300","759,800"
2020.08.06,"77,200","1,100","78,300","78,900","76,900","899,941"
2020.08.05,"78,300",400,"78,900","78,900","76,500","1,197,933"
2020.08.04,"77,900","3,900","74,900","78,100","74,000","1,738,014"
2020.08.03,"74,000","3,300","71,300","74,500","71,000","1,183,563"
2020.07.31,"70,700","1,400","72,200","72,500","70,600","851,076"
2020.07.30,"72,100",100,"72,700","73,500","71,800","735,701"
2020.07.29,"72,000",500,"72,500","73,400","71,700","804,210"
2020.07.28,"72,500","1,100","74,000","74,200","72,100","975,596"
2020.07.27,"73,600",500,"73,700","75,300","73,300","568,984"
2020.07.24,"74,100",0,"73,400","75,200","73,000","698,830"
2020.07.23,"74,100",900,"74,800","74,800","73,100","759,138"
2020.07.22,"75,000",100,"75,000","76,300","74,500","801,570"
2020.07.21,"74,900","1,100","76,200","76,300","74,600","912,127"
2020.07.20,"76,000",300,"75,600","76,200","74,500","901,831"
2020.07.17,"75,700","1,200","75,100","76,700","74,200","1,266,762"
2020.07.16,"74,500",400,"75,100","76,000","73,000","1,184,023"
2020.07.15,"74,900","4,100","71,700","75,000","71,600","2,504,840"
2020.07.14,"70,800","2,300","68,700","71,200","68,600","1,780,194"
2020.07.13,"68,500",300,"69,200","69,400","68,200","569,857"
2020.07.10,"68,200",500,"68,100","68,600","66,500","781,290"
2020.07.09,"67,700","1,300","67,500","68,400","67,100","984,866"
2020.07.08,"66,400",900,"66,200","67,900","65,600","1,111,546"
2020.07.07,"65,500","2,600","69,400","69,500","64,600","1,720,050"
2020.07.06,"68,100","3,100","65,500","68,800","65,000","1,461,414"
2020.07.03,"65,000",400,"65,000","65,400","64,100","494,161"
2020.07.02,"64,600",200,"64,500","65,200","64,000","451,291"
2020.07.01,"64,400","1,200","64,000","65,400","63,600","564,319"
2020.06.30,"63,200",300,"64,000","64,500","63,200","648,411"
2020.06.29,"63,500","1,200","63,800","64,000","62,500","756,841"
2020.06.26,"64,700",0,"65,500","65,500","64,500","528,872"
2020.06.25,"64,700","2,300","65,600","66,000","64,600","798,688"
2020.06.24,"67,000",400,"66,400","68,000","66,200","622,511"
2020.06.23,"66,600",900,"68,100","68,100","65,000","849,668"
2020.06.22,"67,500","1,300","67,900","68,500","67,300","632,910"
2020.06.19,"68,800","1,000","68,500","68,800","65,900","861,053"
2020.06.18,"67,800",400,"68,000","69,200","66,900","946,224"
2020.06.17,"68,200","3,000","64,700","68,300","64,600","1,576,915"
2020.06.16,"65,200","2,300","65,100","66,100","64,400","1,220,699"
2020.06.15,"62,900","4,900","67,000","67,100","62,800","1,545,344"
2020.06.12,"67,800","1,200","65,300","68,900","65,200","1,689,624"
2020.06.11,"69,000","1,100","69,500","70,800","67,500","1,942,350"
2020.06.10,"70,100","3,500","67,400","70,400","66,600","2,744,224"
2020.06.09,"66,600","2,600","64,800","67,100","64,500","1,897,513"
2020.06.08,"64,000","1,000","64,500","64,500","63,000","975,466"
2020.06.05,"63,000",800,"62,200","63,000","61,700","860,924"
2020.06.04,"62,200",100,"62,800","63,100","61,200","934,862"
2020.06.03,"62,100","2,100","60,500","62,400","60,500","1,433,963"
2020.06.02,"60,000",800,"59,200","61,000","59,200","846,026"
2020.06.01,"59,200",100,"59,000","59,500","58,500","550,906"
2020.05.29,"59,300",800,"57,900","59,300","57,500","900,113"
2020.05.28,"58,500","1,000","59,700","59,800","57,400","1,094,166"
2020.05.27,"59,500","2,400","57,500","60,000","57,400","1,707,086"
2020.05.26,"57,100","1,000","56,300","57,800","56,200","674,912"
2020.05.25,"56,100",200,"56,600","56,600","55,400","478,311"
2020.05.22,"56,300",900,"57,200","57,300","55,900","518,452"
2020.05.21,"57,200",800,"58,000","58,300","57,000","709,139"
2020.05.20,"58,000",200,"57,700","58,000","57,100","552,137"
2020.05.19,"58,200","1,800","57,800","58,600","57,200","1,138,915"
2020.05.18,"56,400","2,000","54,800","56,400","54,400","1,005,066"
2020.05.15,"54,400",200,"54,200","54,500","53,400","504,474"
2020.05.14,"54,200",800,"54,500","54,900","53,900","593,689"
2020.05.13,"55,000",500,"53,800","55,000","53,600","577,061"
2020.05.12,"54,500",0,"54,600","55,400","54,000","707,739"
2020.05.11,"54,500",700,"55,400","55,700","54,300","536,547"
2020.05.08,"55,200",500,"55,000","55,500","54,900","632,501"
2020.05.07,"54,700",800,"55,100","55,100","54,100","754,248"
2020.05.06,"55,500",300,"56,300","56,400","55,200","805,783"
2020.05.04,"55,200",300,"54,000","55,800","53,400","1,119,161"
2020.04.29,"54,900","1,300","53,900","55,100","53,600","1,017,067"
2020.04.28,"53,600",200,"53,800","54,500","53,100","712,240"
2020.04.27,"53,400",800,"52,800","53,800","52,700","561,740"
2020.04.24,"52,600",700,"52,800","53,200","52,300","529,035"
2020.04.23,"53,300",900,"52,700","53,500","52,500","702,412"
2020.04.22,"52,400",200,"52,000","52,400","51,300","727,548"
2020.04.21,"52,600","1,200","53,400","53,500","51,700","1,029,388"
2020.04.20,"53,800",700,"54,700","54,800","53,500","809,110"
2020.04.17,"54,500","1,000","54,300","55,900","53,900","1,414,373"
2020.04.16,"53,500",100,"53,100","53,600","52,500","788,724"
2020.04.14,"53,600",400,"53,600","53,900","53,000","922,591"
2020.04.13,"53,200",600,"53,800","54,100","52,800","626,957"
2020.04.10,"53,800",400,"54,100","54,100","53,300","687,486"
2020.04.09,"54,200",900,"54,200","54,300","53,300","926,771"
2020.04.08,"53,300","1,200","54,800","54,800","53,300","1,593,974"
2020.04.07,"54,500","3,400","52,500","55,600","50,900","2,123,508"
2020.04.06,"51,100","1,250","50,400","51,100","49,900","868,309"
2020.04.03,"49,850",550,"50,100","51,200","49,200","963,015"
2020.04.02,"49,300","1,200","49,100","50,000","48,500","1,071,663"
2020.04.01,"48,100",100,"48,250","50,800","47,850","1,298,461"
2020.03.31,"48,200",300,"49,100","49,500","47,600","1,106,424"
2020.03.30,"48,500",900,"48,400","49,200","47,100","937,027"
2020.03.27,"49,400",400,"51,300","51,500","48,000","1,110,394"
2020.03.26,"49,000",500,"49,450","51,300","48,600","1,377,158"
2020.03.25,"48,500","4,100","48,400","48,850","46,800","1,506,779"
2020.03.24,"44,400","2,550","42,700","44,450","42,200","1,316,623"
2020.03.23,"41,850","3,250","42,350","42,850","41,600","1,186,795"
2020.03.20,"45,100","1,450","44,600","45,700","43,550","1,539,670"
2020.03.19,"43,650","4,350","48,900","49,600","43,650","1,601,945"
2020.03.18,"48,000","1,450","50,200","50,800","47,700","886,739"
2020.03.17,"49,450",950,"48,000","52,000","48,000","1,004,008"
2020.03.16,"50,400","2,100","53,100","54,200","50,400","948,845"
2020.03.13,"52,500","3,000","51,100","54,500","50,600","1,968,749"
2020.03.12,"55,500","3,500","58,900","58,900","55,000","1,649,095"
2020.03.11,"59,000","1,000","60,000","61,000","58,100","938,290"
2020.03.10,"60,000","2,200","58,800","61,400","58,400","1,500,440"
2020.03.09,"57,800","2,500","59,000","59,300","57,500","1,001,568"
2020.03.06,"60,300","1,200","60,900","61,100","60,200","542,438"
2020.03.05,"61,500",900,"61,300","61,900","60,800","573,595"
2020.03.04,"60,600",400,"60,100","61,200","60,100","520,867"
2020.03.03,"60,200",100,"61,500","61,700","60,000","587,763"
2020.03.02,"60,100",300,"60,300","61,200","59,600","711,979"
2020.02.28,"60,400","2,000","61,400","61,700","60,000","932,828"
2020.02.27,"62,400",900,"63,000","63,600","62,000","524,379"
2020.02.26,"63,300",300,"62,100","63,700","61,500","607,215"
2020.02.25,"63,000",300,"62,200","63,500","62,100","956,415"
2020.02.24,"63,300","2,800","64,800","65,000","63,100","874,557"
2020.02.21,"66,100","1,100","66,000","67,000","65,800","531,902"
2020.02.20,"67,200","1,600","68,700","69,000","66,700","677,402"
2020.02.19,"68,800",100,"69,300","69,400","68,000","636,116"
2020.02.18,"68,900","1,900","67,900","70,000","67,700","1,338,368"
2020.02.17,"67,000",0,"66,900","67,300","66,000","560,384"
2020.02.14,"67,000",100,"67,200","67,600","66,700","354,348"
2020.02.13,"67,100",800,"68,200","68,400","67,000","699,540"
2020.02.12,"67,900",700,"67,000","68,300","67,000","487,071"
2020.02.11,"67,200",200,"67,500","67,600","66,800","462,160"
2020.02.10,"67,000",300,"67,000","67,000","66,100","364,246"
2020.02.07,"67,300",500,"66,700","67,400","66,500","519,466"
2020.02.06,"66,800","1,600","65,600","67,000","65,500","635,295"
2020.02.05,"65,200",100,"65,600","65,700","64,800","657,342"
2020.02.04,"65,100",200,"64,400","65,400","64,400","716,163"
2020.02.03,"64,900","1,000","65,400","65,600","64,100","797,729"
2020.01.31,"65,900","1,300","67,200","67,600","65,800","697,360"
2020.01.30,"67,200",0,"67,000","67,800","66,900","549,972"
2020.01.29,"67,200",100,"67,100","68,000","66,900","585,990"
2020.01.28,"67,100","1,900","66,600","67,500","66,600","729,302"
2020.01.23,"69,000","1,400","69,600","69,700","68,600","604,024"
2020.01.22,"70,400",300,"69,800","70,500","68,600","546,215"
2020.01.21,"70,100","1,100","71,400","71,600","70,100","379,059"
2020.01.20,"71,200","2,000","69,600","71,700","69,400","894,609"
2020.01.17,"69,200",700,"69,800","70,200","68,900","464,204"
2020.01.16,"69,900",300,"69,800","70,000","68,900","440,562"
2020.01.15,"69,600","1,300","68,800","70,000","68,600","698,052"
2020.01.14,"68,300","1,700","67,200","69,400","67,100","1,081,428"
2020.01.13,"66,600",200,"66,900","67,000","66,200","600,906"
2020.01.10,"66,800",200,"67,000","67,500","66,400","797,710"
2020.01.09,"66,600",900,"68,100","68,300","66,100","1,565,867"
2020.01.08,"67,500","2,800","70,300","70,300","67,000","937,438"
2020.01.07,"70,300",400,"69,800","70,600","69,800","265,311"
2020.01.06,"69,900","1,200","70,300","70,500","69,600","337,026"
2020.01.03,"71,100",100,"71,400","71,900","70,800","369,493"
2020.01.02,"71,000","1,100","71,800","72,100","71,000","284,758"
2019.12.30,"72,100",300,"71,800","72,200","71,600","283,273"
2019.12.27,"71,800",500,"71,300","72,100","71,100","498,244"
2019.12.26,"71,300",600,"72,000","72,200","71,200","372,424"
2019.12.24,"71,900",600,"72,500","72,700","71,900","220,741"
2019.12.23,"72,500",0,"72,600","72,600","71,900","257,344"
2019.12.20,"72,500",0,"72,700","72,700","71,600","403,031"
2019.12.19,"72,500",0,"72,200","72,600","71,800","302,037"
2019.12.18,"72,500",100,"72,400","72,900","71,700","399,504"
2019.12.17,"72,400",400,"72,200","73,100","72,100","455,261"
2019.12.16,"72,000",200,"72,200","72,400","71,700","271,523"
2019.12.13,"72,200",500,"72,500","72,800","72,100","405,472"
2019.12.12,"71,700",500,"71,200","72,100","71,000","979,009"
2019.12.11,"71,200",0,"71,400","71,500","70,400","339,949"
2019.12.10,"71,200","2,100","69,300","71,200","69,200","575,566"
2019.12.09,"69,100","1,100","70,400","70,500","68,700","436,982"
2019.12.06,"70,200",200,"69,700","70,200","69,500","272,392"
2019.12.05,"70,000",0,"70,200","70,600","69,300","295,956"
2019.12.04,"70,000",500,"69,600","70,100","69,400","294,889"
2019.12.03,"70,500",200,"69,800","70,500","69,400","217,447"
2019.12.02,"70,300",400,"70,000","70,400","69,800","237,237"
2019.11.29,"69,900","1,100","71,200","71,200","69,700","350,465"
2019.11.28,"71,000",500,"71,400","71,600","70,200","259,491"
2019.11.27,"71,500",600,"71,500","72,000","71,000","292,977"
2019.11.26,"70,900",500,"71,400","71,900","70,900","697,121"
2019.11.25,"71,400","1,300","70,500","71,400","70,200","380,355"
2019.11.22,"70,100",300,"70,200","70,600","69,500","267,673"
2019.11.21,"70,400",500,"70,700","71,300","69,700","475,086"
2019.11.20,"70,900","1,000","71,500","71,800","70,300","479,826"
2019.11.19,"71,900",400,"71,200","72,500","70,900","538,536"
2019.11.18,"71,500","1,000","70,700","72,200","70,400","609,015"
2019.11.15,"70,500","1,500","69,000","70,700","69,000","728,818"
2019.11.14,"69,000",200,"68,200","69,200","68,200","305,427"
2019.11.13,"68,800",200,"69,000","69,000","67,900","366,473"
