date,closing_price,prev_price_diff,opening_price,high_price,low_price,volume
2022.09.08,"93,800",600,"95,300","95,400","93,500","598,114"
2022.09.07,"94,400","2,400","96,200","96,400","93,600","654,418"
2022.09.06,"96,800",400,"97,300","97,500","96,100","354,834"
2022.09.05,"97,200",100,"97,200","98,300","96,500","330,235"
2022.09.02,"97,300",400,"98,300","99,900","97,000","464,595"
2022.09.01,"97,700","3,300","99,100","99,600","97,700","683,659"
2022.08.31,"101,000","3,500","96,700","101,000","96,200","712,641"
2022.08.30,"97,500","1,300","96,600","97,800","95,400","514,506"
2022.08.29,"96,200","4,300","96,800","97,500","95,200","852,805"
2022.08.26,"100,500","1,400","99,900","100,500","99,000","549,129"
2022.08.25,"99,100","1,000","98,900","99,700","98,300","541,955"
2022.08.24,"98,100",100,"98,800","99,000","97,900","557,382"
2022.08.23,"98,200","1,800","99,100","99,700","98,000","588,286"
2022.08.22,"100,000","1,000","99,700","101,500","99,200","664,440"
2022.08.19,"101,000","1,000","101,500","102,500","100,500","571,786"
2022.08.18,"102,000","1,500","102,000","103,500","100,500","768,622"
2022.08.17,"103,500","1,500","102,500","105,000","102,000","1,537,894"
2022.08.16,"102,000","1,000","101,500","103,000","100,000","872,610"
2022.08.12,"101,000",0,"100,500","102,500","99,600","1,151,625"
2022.08.11,"101,000","8,200","93,900","101,000","93,400","2,683,987"
2022.08.10,"92,800","1,900","93,900","94,500","92,700","502,234"
2022.08.09,"94,700",700,"94,000","94,700","92,800","542,364"
2022.08.08,"94,000","1,900","95,800","95,800","93,600","579,176"
2022.08.05,"95,900",100,"96,400","96,700","95,400","447,686"
2022.08.04,"96,000","2,200","94,400","96,900","94,200","1,059,583"
2022.08.03,"93,800",300,"93,500","93,900","93,000","374,218"
2022.08.02,"93,500",900,"94,400","95,000","93,200","474,933"
2022.08.01,"94,400",0,"94,800","95,300","93,600","485,739"
2022.07.29,"94,400",800,"94,200","94,800","93,600","674,170"
2022.07.28,"93,600",700,"95,100","95,500","93,000","666,622"
